"CruiseKey"	"StationKey"	"HaulKey"	"Haul"	"Gear"	"TowDistance"	"EffectiveTowDistance"	"MinHaulDepth"	"MaxHaulDepth"	"VerticalNetOpening"	"HorizontalNetOpening"	"TrawlDoorSpread"
"NA/19/2023/10011/30"	"42"	"38042"	"NA/19/2023/10011/30-42-38042"	"3710"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2023/10011/30"	"44"	"38044"	"NA/19/2023/10011/30-44-38044"	"3710"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2023/10011/30"	"46"	"38046"	"NA/19/2023/10011/30-46-38046"	"3710"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2023/10011/30"	"47"	"38047"	"NA/19/2023/10011/30-47-38047"	"3710"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2023/10011/30"	"48"	"38048"	"NA/19/2023/10011/30-48-38048"	"3710"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2023/10011/30"	"49"	"38049"	"NA/19/2023/10011/30-49-38049"	"3710"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2023/10011/30"	"50"	"38050"	"NA/19/2023/10011/30-50-38050"	"3710"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2023/10011/30"	"51"	"38051"	"NA/19/2023/10011/30-51-38051"	"3710"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2023/10011/30"	"52"	"38052"	"NA/19/2023/10011/30-52-38052"	"3710"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2023/10011/30"	"53"	"38053"	"NA/19/2023/10011/30-53-38053"	"3710"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2023/10011/30"	"54"	"38054"	"NA/19/2023/10011/30-54-38054"	"3700"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2023/10011/30"	"55"	"38055"	"NA/19/2023/10011/30-55-38055"	"3700"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2023/10011/30"	"56"	"38056"	"NA/19/2023/10011/30-56-38056"	"3700"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2023/10011/30"	"57"	"38057"	"NA/19/2023/10011/30-57-38057"	"3700"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2023/10011/30"	"58"	"38058"	"NA/19/2023/10011/30-58-38058"	"3700"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2023/10011/30"	"59"	"38059"	"NA/19/2023/10011/30-59-38059"	"3700"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2023/10011/30"	"60"	"38060"	"NA/19/2023/10011/30-60-38060"	"3700"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2023/10011/30"	"61"	"38061"	"NA/19/2023/10011/30-61-38061"	"3700"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2023/10011/30"	"62"	"38062"	"NA/19/2023/10011/30-62-38062"	"3700"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2023/10011/30"	"63"	"38063"	"NA/19/2023/10011/30-63-38063"	"3500"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2023/10011/30"	"64"	"38064"	"NA/19/2023/10011/30-64-38064"	"3700"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2023/10011/30"	"65"	"38065"	"NA/19/2023/10011/30-65-38065"	"3700"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2023/10011/30"	"66"	"38066"	"NA/19/2023/10011/30-66-38066"	"3700"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2023/10011/30"	"67"	"38067"	"NA/19/2023/10011/30-67-38067"	"3700"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2023/10011/30"	"74"	"38074"	"NA/19/2023/10011/30-74-38074"	"3700"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2023/10011/30"	"75"	"38075"	"NA/19/2023/10011/30-75-38075"	"3700"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2023/10011/30"	"76"	"38076"	"NA/19/2023/10011/30-76-38076"	"3700"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2023/10011/30"	"77"	"38077"	"NA/19/2023/10011/30-77-38077"	"3700"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2023/10011/30"	"78"	"38078"	"NA/19/2023/10011/30-78-38078"	"3700"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2023/10011/30"	"79"	"38079"	"NA/19/2023/10011/30-79-38079"	"3700"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2023/10011/30"	"80"	"38080"	"NA/19/2023/10011/30-80-38080"	"3700"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2023/10011/30"	"81"	"38081"	"NA/19/2023/10011/30-81-38081"	"3700"	NA	NA	NA	NA	NA	NA	NA
