"Age"	"Iteration"	"CatchAtAge"	"Length"	"Stratum"	"Quarter"
1	186	2322216.91232141	340	"27.4.aE"	"Q4"
1	187	2200588.06515376	340	"27.4.aE"	"Q4"
1	188	3840399.44635527	340	"27.4.aE"	"Q4"
1	189	4134241.49248444	340	"27.4.aE"	"Q4"
1	190	4210928.00750945	340	"27.4.aE"	"Q4"
1	191	5368205.773782	340	"27.4.aE"	"Q4"
1	192	1591337.81266186	340	"27.4.aE"	"Q4"
1	193	3797709.9521685	340	"27.4.aE"	"Q4"
1	194	2235971.85019854	340	"27.4.aE"	"Q4"
1	195	6671456.5799632	340	"27.4.aE"	"Q4"
1	196	4255127.25211372	340	"27.4.aE"	"Q4"
1	197	4255067.24786195	340	"27.4.aE"	"Q4"
1	198	1599175.78545758	340	"27.4.aE"	"Q4"
1	199	1902210.621622	340	"27.4.aE"	"Q4"
1	200	2018308.70669183	340	"27.4.aE"	"Q4"
1	201	4397689.27348395	340	"27.4.aE"	"Q4"
1	202	1636938.56780628	340	"27.4.aE"	"Q4"
1	203	2941319.58845813	340	"27.4.aE"	"Q4"
1	204	4782121.13998761	340	"27.4.aE"	"Q4"
1	205	3475833.96322515	340	"27.4.aE"	"Q4"
1	206	1566372.30931621	340	"27.4.aE"	"Q4"
1	207	4747313.13637774	340	"27.4.aE"	"Q4"
1	208	4891695.72332299	340	"27.4.aE"	"Q4"
1	209	1417842.79415343	340	"27.4.aE"	"Q4"
1	210	3730180.76139357	340	"27.4.aE"	"Q4"
1	211	4882004.27447078	340	"27.4.aE"	"Q4"
1	212	2221484.60006894	340	"27.4.aE"	"Q4"
1	213	1854334.6070742	340	"27.4.aE"	"Q4"
1	214	3332671.07869575	340	"27.4.aE"	"Q4"
1	215	6940243.23486195	340	"27.4.aE"	"Q4"
1	216	1928595.28177372	340	"27.4.aE"	"Q4"
1	217	2486210.28167442	340	"27.4.aE"	"Q4"
1	218	2129470.47302463	340	"27.4.aE"	"Q4"
1	219	1111550.07630628	340	"27.4.aE"	"Q4"
1	220	4127965.14128601	340	"27.4.aE"	"Q4"
1	221	1818607.23564097	340	"27.4.aE"	"Q4"
1	222	1979045.42340536	340	"27.4.aE"	"Q4"
1	223	4007046.70211923	340	"27.4.aE"	"Q4"
1	224	1759058.15289445	340	"27.4.aE"	"Q4"
1	225	4675305.7619736	340	"27.4.aE"	"Q4"
1	226	2056642.09803774	340	"27.4.aE"	"Q4"
1	227	3264138.99824871	340	"27.4.aE"	"Q4"
1	228	1463122.1625214	340	"27.4.aE"	"Q4"
1	229	6329512.54243837	340	"27.4.aE"	"Q4"
1	230	1356833.28515728	340	"27.4.aE"	"Q4"
1	231	5160390.1513254	340	"27.4.aE"	"Q4"
1	232	2441689.53636396	340	"27.4.aE"	"Q4"
1	233	1628990.72519221	340	"27.4.aE"	"Q4"
1	234	2095157.53929413	340	"27.4.aE"	"Q4"
1	235	1737754.26319152	340	"27.4.aE"	"Q4"
1	236	3992848.7520836	340	"27.4.aE"	"Q4"
1	237	2754391.40452262	340	"27.4.aE"	"Q4"
1	238	2904212.07956086	340	"27.4.aE"	"Q4"
1	239	2395908.52080686	340	"27.4.aE"	"Q4"
1	240	425597.614624329	340	"27.4.aE"	"Q4"
1	241	2871892.77220697	340	"27.4.aE"	"Q4"
1	242	1641726.03754706	340	"27.4.aE"	"Q4"
1	243	8889564.40128055	340	"27.4.aE"	"Q4"
1	244	6588933.95897143	340	"27.4.aE"	"Q4"
1	245	1948157.60699502	340	"27.4.aE"	"Q4"
1	246	3554603.21014827	340	"27.4.aE"	"Q4"
1	247	1905626.58441099	340	"27.4.aE"	"Q4"
1	248	1795569.77789789	340	"27.4.aE"	"Q4"
1	249	2576194.24645222	340	"27.4.aE"	"Q4"
1	250	7116741.65764422	340	"27.4.aE"	"Q4"
1	251	1942259.1033368	340	"27.4.aE"	"Q4"
1	252	4660615.38208863	340	"27.4.aE"	"Q4"
1	253	2818052.68218066	340	"27.4.aE"	"Q4"
1	254	3294465.99341566	340	"27.4.aE"	"Q4"
1	255	4235911.59138795	340	"27.4.aE"	"Q4"
1	256	4166183.42578967	340	"27.4.aE"	"Q4"
1	257	2940543.11581015	340	"27.4.aE"	"Q4"
1	258	2122651.70864166	340	"27.4.aE"	"Q4"
1	259	2247245.96829159	340	"27.4.aE"	"Q4"
1	260	2963314.05125991	340	"27.4.aE"	"Q4"
1	261	3987200.25660935	340	"27.4.aE"	"Q4"
1	262	3841712.99697742	340	"27.4.aE"	"Q4"
1	263	3679333.75803599	340	"27.4.aE"	"Q4"
1	264	1625278.14212492	340	"27.4.aE"	"Q4"
1	265	4182386.75693674	340	"27.4.aE"	"Q4"
1	266	2771351.85429276	340	"27.4.aE"	"Q4"
1	267	2304838.93245592	340	"27.4.aE"	"Q4"
1	268	3965360.63792411	340	"27.4.aE"	"Q4"
1	269	896588.389701106	340	"27.4.aE"	"Q4"
1	270	4125520.82289538	340	"27.4.aE"	"Q4"
1	271	2873565.80703805	340	"27.4.aE"	"Q4"
1	272	1782500.45162797	340	"27.4.aE"	"Q4"
1	273	1911070.92748357	340	"27.4.aE"	"Q4"
1	274	1675633.01563565	340	"27.4.aE"	"Q4"
1	275	2603820.01868386	340	"27.4.aE"	"Q4"
1	276	2289171.56036573	340	"27.4.aE"	"Q4"
1	277	5771559.55703865	340	"27.4.aE"	"Q4"
1	278	951130.386966214	340	"27.4.aE"	"Q4"
1	279	3080178.33453723	340	"27.4.aE"	"Q4"
1	280	5953602.41107673	340	"27.4.aE"	"Q4"
1	281	2693551.05571354	340	"27.4.aE"	"Q4"
1	282	1806903.45252457	340	"27.4.aE"	"Q4"
1	283	2463011.7406296	340	"27.4.aE"	"Q4"
1	284	5987755.3926814	340	"27.4.aE"	"Q4"
1	285	1370553.36914211	340	"27.4.aE"	"Q4"
1	286	4269758.00826263	340	"27.4.aE"	"Q4"
1	287	2812529.7822629	340	"27.4.aE"	"Q4"
1	288	2232611.21504639	340	"27.4.aE"	"Q4"
1	289	2795512.56110773	340	"27.4.aE"	"Q4"
1	290	2815337.96294726	340	"27.4.aE"	"Q4"
1	291	2909711.29576154	340	"27.4.aE"	"Q4"
1	292	2276248.3202709	340	"27.4.aE"	"Q4"
1	293	3406774.37971079	340	"27.4.aE"	"Q4"
1	294	3244582.10610241	340	"27.4.aE"	"Q4"
1	295	1829687.02116951	340	"27.4.aE"	"Q4"
1	296	4641837.83295514	340	"27.4.aE"	"Q4"
1	297	1174941.62685323	340	"27.4.aE"	"Q4"
1	298	1535421.98857401	340	"27.4.aE"	"Q4"
1	299	3374475.75865486	340	"27.4.aE"	"Q4"
1	300	4740311.73332414	340	"27.4.aE"	"Q4"
1	301	2677808.80512652	340	"27.4.aE"	"Q4"
1	302	4170007.73547576	340	"27.4.aE"	"Q4"
1	303	3768432.70583345	340	"27.4.aE"	"Q4"
1	304	1408420.25700782	340	"27.4.aE"	"Q4"
1	305	644836.99792661	340	"27.4.aE"	"Q4"
1	306	1991929.37037897	340	"27.4.aE"	"Q4"
1	307	2352692.11309297	340	"27.4.aE"	"Q4"
1	308	6182268.454866	340	"27.4.aE"	"Q4"
1	309	950781.763986608	340	"27.4.aE"	"Q4"
1	310	1009631.01508406	340	"27.4.aE"	"Q4"
1	311	5068913.93782836	340	"27.4.aE"	"Q4"
1	312	2584457.37748903	340	"27.4.aE"	"Q4"
1	313	2218769.87194232	340	"27.4.aE"	"Q4"
1	314	2725010.23766322	340	"27.4.aE"	"Q4"
1	315	1544594.33594212	340	"27.4.aE"	"Q4"
1	316	340557.907271516	340	"27.4.aE"	"Q4"
1	317	1154697.3486296	340	"27.4.aE"	"Q4"
1	318	1492832.77233712	340	"27.4.aE"	"Q4"
1	319	5089830.78779332	340	"27.4.aE"	"Q4"
1	320	1612324.84276244	340	"27.4.aE"	"Q4"
1	321	3028691.34972862	340	"27.4.aE"	"Q4"
1	322	2640852.86678298	340	"27.4.aE"	"Q4"
1	323	5806984.82257406	340	"27.4.aE"	"Q4"
1	324	3553930.61657305	340	"27.4.aE"	"Q4"
1	325	5591818.35316848	340	"27.4.aE"	"Q4"
1	326	7972881.32144465	340	"27.4.aE"	"Q4"
1	327	2469789.20275848	340	"27.4.aE"	"Q4"
1	328	4590807.37862149	340	"27.4.aE"	"Q4"
1	329	6376272.86679291	340	"27.4.aE"	"Q4"
1	330	5180563.89411462	340	"27.4.aE"	"Q4"
1	331	1473823.34377607	340	"27.4.aE"	"Q4"
1	332	2340521.23239272	340	"27.4.aE"	"Q4"
1	333	1131779.60172526	340	"27.4.aE"	"Q4"
1	334	9026469.98490727	340	"27.4.aE"	"Q4"
1	335	2469684.54637271	340	"27.4.aE"	"Q4"
1	336	619463.987885686	340	"27.4.aE"	"Q4"
1	337	1212950.64675235	340	"27.4.aE"	"Q4"
1	338	4453783.34290067	340	"27.4.aE"	"Q4"
1	339	1538148.70137893	340	"27.4.aE"	"Q4"
1	340	2759947.73348487	340	"27.4.aE"	"Q4"
1	341	1526454.16975172	340	"27.4.aE"	"Q4"
1	342	1341534.16653496	340	"27.4.aE"	"Q4"
1	343	852661.551557229	340	"27.4.aE"	"Q4"
1	344	1456383.04999876	340	"27.4.aE"	"Q4"
1	345	2813148.78603437	340	"27.4.aE"	"Q4"
1	346	3057685.34638649	340	"27.4.aE"	"Q4"
1	347	5407757.1260522	340	"27.4.aE"	"Q4"
1	348	3032344.29439422	340	"27.4.aE"	"Q4"
1	349	2357158.7940491	340	"27.4.aE"	"Q4"
1	350	2558354.97919179	340	"27.4.aE"	"Q4"
1	351	2705851.42119742	340	"27.4.aE"	"Q4"
1	352	2037098.18323601	340	"27.4.aE"	"Q4"
1	353	1607423.79098516	340	"27.4.aE"	"Q4"
1	354	2695073.52076093	340	"27.4.aE"	"Q4"
1	355	2159801.64599416	340	"27.4.aE"	"Q4"
1	356	2679825.81072983	340	"27.4.aE"	"Q4"
1	357	967047.405299581	340	"27.4.aE"	"Q4"
1	358	2851925.31987888	340	"27.4.aE"	"Q4"
1	359	4422841.21972881	340	"27.4.aE"	"Q4"
1	360	952889.759534891	340	"27.4.aE"	"Q4"
1	361	2191841.14993741	340	"27.4.aE"	"Q4"
1	362	2691637.59511817	340	"27.4.aE"	"Q4"
1	363	1892486.00793141	340	"27.4.aE"	"Q4"
1	364	2752706.5962545	340	"27.4.aE"	"Q4"
1	365	5726210.10335728	340	"27.4.aE"	"Q4"
1	366	4467129.29155138	340	"27.4.aE"	"Q4"
1	367	1070103.33708394	340	"27.4.aE"	"Q4"
1	368	2361796.40898837	340	"27.4.aE"	"Q4"
1	369	4606630.11553207	340	"27.4.aE"	"Q4"
1	370	2087451.42542056	340	"27.4.aE"	"Q4"
1	371	1836143.67092119	340	"27.4.aE"	"Q4"
1	372	1745940.10602207	340	"27.4.aE"	"Q4"
1	373	4303442.91928029	340	"27.4.aE"	"Q4"
1	374	2935451.48612983	340	"27.4.aE"	"Q4"
1	375	968941.821958114	340	"27.4.aE"	"Q4"
1	376	3921090.67867995	340	"27.4.aE"	"Q4"
1	377	4255752.26831257	340	"27.4.aE"	"Q4"
1	378	2354479.98454036	340	"27.4.aE"	"Q4"
1	379	4492978.61795737	340	"27.4.aE"	"Q4"
1	380	7319295.00567789	340	"27.4.aE"	"Q4"
1	381	677826.324671553	340	"27.4.aE"	"Q4"
1	382	3266520.31746812	340	"27.4.aE"	"Q4"
1	383	4139480.63713667	340	"27.4.aE"	"Q4"
1	384	1294267.94929529	340	"27.4.aE"	"Q4"
1	385	2451046.85673121	340	"27.4.aE"	"Q4"
1	386	8484918.95779806	340	"27.4.aE"	"Q4"
1	387	1546529.37158277	340	"27.4.aE"	"Q4"
1	388	3564415.74977818	340	"27.4.aE"	"Q4"
1	389	2339985.84122184	340	"27.4.aE"	"Q4"
1	390	3046546.93809615	340	"27.4.aE"	"Q4"
1	391	5980228.62571669	340	"27.4.aE"	"Q4"
1	392	3638369.73553298	340	"27.4.aE"	"Q4"
1	393	2082828.69280078	340	"27.4.aE"	"Q4"
1	394	1291091.21923742	340	"27.4.aE"	"Q4"
1	395	2543065.9448383	340	"27.4.aE"	"Q4"
1	396	2444461.75394361	340	"27.4.aE"	"Q4"
1	397	3420195.77883941	340	"27.4.aE"	"Q4"
1	398	3033533.63252923	340	"27.4.aE"	"Q4"
1	399	2035738.02758894	340	"27.4.aE"	"Q4"
1	400	2787457.99550963	340	"27.4.aE"	"Q4"
2	1	1713147.46712551	340	"27.4.aE"	"Q4"
2	2	5018226.79390065	340	"27.4.aE"	"Q4"
2	3	6552490.59670667	340	"27.4.aE"	"Q4"
2	4	4609210.03879142	340	"27.4.aE"	"Q4"
2	5	5983948.09459698	340	"27.4.aE"	"Q4"
2	6	3077497.55872328	340	"27.4.aE"	"Q4"
2	7	4468082.19184779	340	"27.4.aE"	"Q4"
2	8	2991151.50504056	340	"27.4.aE"	"Q4"
2	9	5044539.78147553	340	"27.4.aE"	"Q4"
2	10	3540485.29541244	340	"27.4.aE"	"Q4"
2	11	5002719.20266096	340	"27.4.aE"	"Q4"
2	12	4105792.15915515	340	"27.4.aE"	"Q4"
2	13	7929451.46383478	340	"27.4.aE"	"Q4"
2	14	5789423.84183565	340	"27.4.aE"	"Q4"
2	15	4832708.38112939	340	"27.4.aE"	"Q4"
2	16	3726408.95012787	340	"27.4.aE"	"Q4"
2	17	5645165.98276489	340	"27.4.aE"	"Q4"
2	18	2887745.77561981	340	"27.4.aE"	"Q4"
2	19	5471517.43499466	340	"27.4.aE"	"Q4"
2	20	9822429.80201378	340	"27.4.aE"	"Q4"
2	21	2531107.50631138	340	"27.4.aE"	"Q4"
2	22	4853350.37103731	340	"27.4.aE"	"Q4"
2	23	3744516.56340361	340	"27.4.aE"	"Q4"
2	24	2895255.90556545	340	"27.4.aE"	"Q4"
2	25	3496453.0902311	340	"27.4.aE"	"Q4"
2	26	1902787.18980721	340	"27.4.aE"	"Q4"
2	27	3554498.41578766	340	"27.4.aE"	"Q4"
2	28	1873419.7311241	340	"27.4.aE"	"Q4"
2	29	4732382.7222935	340	"27.4.aE"	"Q4"
2	30	7338881.40417473	340	"27.4.aE"	"Q4"
2	31	6076618.50860527	340	"27.4.aE"	"Q4"
2	32	3005886.67062733	340	"27.4.aE"	"Q4"
2	33	4726766.18228148	340	"27.4.aE"	"Q4"
2	34	4329877.42660694	340	"27.4.aE"	"Q4"
2	35	3646199.95011709	340	"27.4.aE"	"Q4"
2	36	3682941.40012547	340	"27.4.aE"	"Q4"
2	37	3312509.77883937	340	"27.4.aE"	"Q4"
2	38	6012720.8162437	340	"27.4.aE"	"Q4"
2	39	4628066.95608095	340	"27.4.aE"	"Q4"
2	40	8703018.7124633	340	"27.4.aE"	"Q4"
2	41	5002782.50454184	340	"27.4.aE"	"Q4"
2	42	4565430.79734666	340	"27.4.aE"	"Q4"
2	43	5256077.71516953	340	"27.4.aE"	"Q4"
2	44	7287021.36042982	340	"27.4.aE"	"Q4"
2	45	2660228.28163044	340	"27.4.aE"	"Q4"
2	46	3813754.97776311	340	"27.4.aE"	"Q4"
2	47	3623582.5663475	340	"27.4.aE"	"Q4"
2	48	7310127.76231946	340	"27.4.aE"	"Q4"
2	49	7811865.01534446	340	"27.4.aE"	"Q4"
2	50	7071950.65606988	340	"27.4.aE"	"Q4"
2	51	4376655.78225196	340	"27.4.aE"	"Q4"
2	52	6733249.88422585	340	"27.4.aE"	"Q4"
2	53	1447033.72654505	340	"27.4.aE"	"Q4"
2	54	2017072.70211433	340	"27.4.aE"	"Q4"
2	55	3811437.08551548	340	"27.4.aE"	"Q4"
2	56	3548942.88824766	340	"27.4.aE"	"Q4"
2	57	4551708.47359511	340	"27.4.aE"	"Q4"
2	58	3502522.2743719	340	"27.4.aE"	"Q4"
2	59	4525886.65928376	340	"27.4.aE"	"Q4"
2	60	3202335.41198809	340	"27.4.aE"	"Q4"
2	61	1782166.60762428	340	"27.4.aE"	"Q4"
2	62	6483998.59030095	340	"27.4.aE"	"Q4"
2	63	3425571.07438402	340	"27.4.aE"	"Q4"
2	64	1636939.69890003	340	"27.4.aE"	"Q4"
2	65	2966017.47172539	340	"27.4.aE"	"Q4"
2	66	4516823.05711308	340	"27.4.aE"	"Q4"
2	67	3808762.66922044	340	"27.4.aE"	"Q4"
2	68	7964102.41208124	340	"27.4.aE"	"Q4"
2	69	6601078.44513334	340	"27.4.aE"	"Q4"
2	70	3526939.43160384	340	"27.4.aE"	"Q4"
2	71	5673720.75588021	340	"27.4.aE"	"Q4"
2	72	2332106.99938596	340	"27.4.aE"	"Q4"
2	73	10336888.7710807	340	"27.4.aE"	"Q4"
2	74	6136231.26404591	340	"27.4.aE"	"Q4"
2	75	6041036.38208401	340	"27.4.aE"	"Q4"
2	76	1440809.21428864	340	"27.4.aE"	"Q4"
2	77	10136205.9207964	340	"27.4.aE"	"Q4"
2	78	3493782.3188719	340	"27.4.aE"	"Q4"
2	79	4379547.46730235	340	"27.4.aE"	"Q4"
2	80	2556252.51419783	340	"27.4.aE"	"Q4"
