"missiontype"	"startyear"	"platform"	"missionnumber"	"serialnumber"	"nation"	"catchplatform"	"station"	"fixedstation"	"stationstartdate"	"stationstarttime"	"stationstopdate"	"stationstoptime"	"stationtype"	"latitudestart"	"longitudestart"	"latitudeend"	"longitudeend"	"system"	"area"	"location"	"bottomdepthstart"	"bottomdepthstop"	"bottomdepthmean"	"fishingdepthstart"	"fishingdepthstop"	"fishingdepthcount"	"fishingdepthmax"	"fishingdepthmin"	"fishingdepthmean"	"fishingdepthtemperature"	"gearno"	"sweeplength"	"gear"	"gearcount"	"direction"	"gearflow"	"vesselspeed"	"logstart"	"logstop"	"distance"	"gearcondition"	"samplequality"	"verticaltrawlopening"	"verticaltrawlopeningsd"	"trawldoortype"	"trawldoorarea"	"trawldoorweight"	"trawldoorspread"	"trawldoorspreadsd"	"wingspread"	"wingspreadsd"	"wirelength"	"wirediameter"	"wiredensity"	"soaktime"	"fishingbait"	"tripno"	"fishabundance"	"fishdistribution"	"landingsite"	"fishingground"	"vesselcount"	"dataquality"	"haulvalidity"	"flora"	"vegetationcover"	"visibility"	"waterlevel"	"winddirection"	"windspeed"	"clouds"	"sea"	"weather"	"stationcomment"
"11"	2021	"9553"	4	99595	"58"	"9417"	11	NA	NA	NA	"2021-09-08Z"	NA	"9"	70.4	19.3333333333333	NA	NA	NA	"4"	"02"	NA	NA	NA	NA	NA	NA	140	90	NA	NA	NA	NA	"52"	3	NA	NA	NA	NA	NA	NA	"1"	"8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	NA	NA	NA	NA	"22301"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11"	2021	"9553"	4	99596	"58"	"10177"	12	NA	NA	NA	"2021-09-08Z"	NA	"9"	70.3833333333333	19.6666666666667	NA	NA	NA	"4"	"02"	NA	NA	NA	NA	NA	NA	180	100	NA	NA	NA	NA	"52"	2	NA	NA	NA	NA	NA	NA	"1"	"8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	NA	NA	NA	NA	"22301"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"båt Mot"
"11"	2021	"9553"	4	99597	"58"	"1216"	13	NA	NA	NA	"2021-09-08Z"	NA	"9"	71.1333333333333	26.6166666666667	NA	NA	NA	"3"	"10"	NA	NA	NA	NA	NA	NA	220	180	NA	NA	NA	NA	"37"	3	NA	NA	NA	NA	NA	NA	"1"	"8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	"14001"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Meløyfjord 2"
"11"	2021	"9553"	4	99598	"58"	"3969"	14	NA	NA	NA	"2021-09-10Z"	NA	"9"	71.05	26.7	NA	NA	NA	"3"	"10"	NA	NA	NA	NA	NA	NA	290	240	NA	NA	NA	NA	"37"	7	NA	NA	NA	NA	NA	NA	"1"	"8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	NA	NA	NA	NA	"14001"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11"	2021	"9553"	4	99599	"58"	"4166"	15	NA	NA	NA	"2021-09-10Z"	NA	"9"	71.1666666666667	26.7666666666667	NA	NA	NA	"3"	"10"	NA	NA	NA	NA	NA	NA	170	130	NA	NA	NA	NA	"37"	4	NA	NA	NA	NA	NA	NA	"1"	"8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	"14001"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Meløyfjord"
"11"	2021	"9553"	4	99600	"58"	"3940"	16	NA	NA	NA	"2021-09-13Z"	NA	"9"	70.9166666666667	29.2833333333333	NA	NA	NA	"3"	"06"	NA	NA	NA	NA	NA	NA	140	110	NA	NA	NA	NA	"36"	5	NA	NA	NA	NA	NA	NA	"1"	"8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	"11201"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11"	2021	"9553"	4	99601	"58"	"10101"	17	NA	NA	NA	"2021-09-13Z"	NA	"9"	70.9333333333333	29.3	NA	NA	NA	"3"	"06"	NA	NA	NA	NA	NA	NA	200	160	NA	NA	NA	NA	"36"	12	NA	NA	NA	NA	NA	NA	"1"	"8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	NA	NA	NA	NA	"11201"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Ole Elvan"
"11"	2021	"9553"	4	99602	"58"	"9682"	18	NA	NA	NA	"2021-09-13Z"	NA	"9"	70.55	30.9833333333333	NA	NA	NA	"3"	"07"	NA	NA	NA	NA	NA	NA	140	120	NA	NA	NA	NA	"36"	6	NA	NA	NA	NA	NA	NA	"1"	"8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	NA	NA	NA	NA	"11202"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11"	2021	"9553"	4	99603	"58"	"3656"	19	NA	NA	NA	"2021-09-13Z"	NA	"9"	70.9666666666667	29.1	NA	NA	NA	"3"	"06"	NA	NA	NA	NA	NA	NA	140	100	NA	NA	NA	NA	"36"	10	NA	NA	NA	NA	NA	NA	"1"	"8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	"11203"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11"	2021	"9553"	4	99604	"58"	"1535"	20	NA	NA	NA	"2021-09-13Z"	NA	"9"	70.9333333333333	29.1666666666667	NA	NA	NA	"3"	"06"	NA	NA	NA	NA	NA	NA	100	80	NA	NA	NA	NA	"36"	6	NA	NA	NA	NA	NA	NA	"1"	"8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	NA	NA	NA	NA	"11203"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Uregutt"
"11"	2021	"9553"	4	99607	"58"	"4206"	23	NA	NA	NA	"2021-09-15Z"	NA	"9"	70.4833333333333	31.1333333333333	NA	NA	NA	"3"	"03"	NA	NA	NA	NA	NA	NA	130	100	NA	NA	NA	NA	"36"	5	NA	NA	NA	NA	NA	NA	"1"	"8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	"11002"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11"	2021	"9553"	4	99608	"58"	"4758"	24	NA	NA	NA	"2021-09-15Z"	NA	"9"	70.7666666666667	30.2	NA	NA	NA	"3"	"07"	NA	NA	NA	NA	NA	NA	280	200	NA	NA	NA	NA	"51"	4800	NA	NA	NA	NA	NA	NA	"1"	"8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48	NA	NA	NA	NA	"11002"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Ny Viking"
"11"	2021	"9553"	4	99609	"58"	"9020"	25	NA	NA	NA	"2021-09-16Z"	NA	"9"	70.4833333333333	31.1666666666667	NA	NA	NA	"3"	"03"	NA	NA	NA	NA	NA	NA	170	120	NA	NA	NA	NA	"36"	6	NA	NA	NA	NA	NA	NA	"1"	"8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	NA	NA	NA	NA	"11002"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11"	2021	"9553"	4	99610	"58"	"9423"	26	NA	NA	NA	"2021-09-16Z"	NA	"9"	70.7666666666667	30.05	NA	NA	NA	"3"	"07"	NA	NA	NA	NA	NA	NA	300	180	NA	NA	NA	NA	"51"	1600	NA	NA	NA	NA	NA	NA	"1"	"8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48	NA	NA	NA	NA	"11002"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11"	2021	"9553"	4	99611	"58"	"9746"	27	NA	NA	NA	"2021-09-16Z"	NA	"9"	70.5666666666667	30.1833333333333	NA	NA	NA	"3"	"07"	NA	NA	NA	NA	NA	NA	340	250	NA	NA	NA	NA	"51"	29050	NA	NA	NA	NA	NA	NA	"1"	"8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	"11002"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11"	2021	"9553"	4	99612	"58"	"10178"	28	NA	NA	NA	"2021-09-16Z"	NA	"9"	70.7666666666667	30.1833333333333	NA	NA	NA	"3"	"07"	NA	NA	NA	NA	NA	NA	250	200	NA	NA	NA	NA	"51"	3320	NA	NA	NA	NA	NA	NA	"1"	"8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	NA	NA	NA	NA	"11002"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Solveig K"
"11"	2021	"9553"	4	99613	"58"	"10172"	29	NA	NA	NA	"2021-09-16Z"	NA	"9"	70.7666666666667	29.8833333333333	NA	NA	NA	"3"	"06"	NA	NA	NA	NA	NA	NA	300	220	NA	NA	NA	NA	"51"	8300	NA	NA	NA	NA	NA	NA	"1"	"8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	"11002"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Anita"
"11"	2021	"9553"	4	99614	"58"	"3880"	30	NA	NA	NA	"2021-09-20Z"	NA	"9"	70.8833333333334	29.4333333333333	NA	NA	NA	"3"	"06"	NA	NA	NA	NA	NA	NA	200	80	NA	NA	NA	NA	"36"	11	NA	NA	NA	NA	NA	NA	"1"	"8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	NA	NA	NA	NA	"13101"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11"	2021	"9553"	4	99615	"58"	"10167"	31	NA	NA	NA	"2021-09-20Z"	NA	"9"	71	24.85	NA	NA	NA	"4"	"25"	NA	NA	NA	NA	NA	NA	100	50	NA	NA	NA	NA	"52"	2	NA	NA	NA	NA	NA	NA	"1"	"8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	"13701"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Neptun"
"11"	2021	"9553"	4	99617	"58"	"10101"	33	NA	NA	NA	"2021-09-21Z"	NA	"9"	70.67	22.18	NA	NA	NA	"4"	"12"	NA	NA	NA	NA	NA	NA	35	20	NA	NA	NA	NA	"36"	4	NA	NA	NA	NA	NA	NA	"1"	"8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	NA	NA	NA	NA	"15701"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11"	2021	"9553"	4	99618	"58"	"9426"	34	NA	NA	NA	"2021-09-21Z"	NA	"9"	70.5333333333333	22.0333333333333	NA	NA	NA	"4"	"11"	NA	NA	NA	NA	NA	NA	50	40	NA	NA	NA	NA	"51"	2400	NA	NA	NA	NA	NA	NA	"1"	"8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	"3"	NA	NA	NA	"15701"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Savannah"
"11"	2021	"9553"	4	99619	"58"	"9702"	35	NA	NA	NA	"2021-09-22Z"	NA	"9"	70.7166666666667	22.3333333333333	NA	NA	NA	"4"	"12"	NA	NA	NA	NA	NA	NA	40	20	NA	NA	NA	NA	"36"	4	NA	NA	NA	NA	NA	NA	"1"	"8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	NA	NA	"15701"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11"	2021	"9553"	4	99620	"58"	"10174"	36	NA	NA	NA	"2021-09-22Z"	NA	"9"	70.65	22.1333333333333	NA	NA	NA	"4"	"12"	NA	NA	NA	NA	NA	NA	30	20	NA	NA	NA	NA	"36"	4	NA	NA	NA	NA	NA	NA	"1"	"8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	"15701"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Straumværing"
"11"	2021	"9553"	4	99621	"58"	"10180"	37	NA	NA	NA	"2021-09-24Z"	NA	"9"	70.0333333333333	20	NA	NA	NA	"4"	"02"	NA	NA	NA	NA	NA	NA	200	50	NA	NA	NA	NA	"41"	80	NA	NA	NA	NA	NA	NA	"1"	"8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	NA	NA	NA	NA	"26901"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Follabuen"
"11"	2021	"9553"	4	99622	"58"	"9258"	38	NA	NA	NA	"2021-09-24Z"	NA	"9"	69.9833333333333	19.9333333333333	NA	NA	NA	"4"	"28"	NA	NA	NA	NA	NA	NA	180	100	NA	NA	NA	NA	"41"	100	NA	NA	NA	NA	NA	NA	"1"	"8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	NA	NA	NA	NA	"26901"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Eggøy"
