"missiontype"	"startyear"	"platform"	"missionnumber"	"serialnumber"	"catchsampleid"	"specimenid"	"agedeterminationid"	"agingstructureread"	"agingstructureweight"	"agingstructurelength"	"nowearpoint"	"externalspinebase"	"countedannualage"	"age"	"spawningage"	"smoltage"	"marineage"	"spawningzones"	"readability"	"otolithtype"	"otolithedge"	"otolithcentre"	"calibration"	"growthzone1"	"growthzone2"	"growthzone3"	"growthzone4"	"growthzone5"	"growthzone6"	"growthzone7"	"growthzone8"	"growthzone9"	"growthzonestotal"	"coastalannuli"	"oceanicannuli"	"blindreading"	"readingdate"	"agereader"
"11"	2021	"9553"	2	99457	2	11	1	NA	NA	NA	NA	NA	NA	11	7	NA	NA	4	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99457	2	12	1	NA	NA	NA	NA	NA	NA	11	6	NA	NA	5	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99457	2	13	1	NA	NA	NA	NA	NA	NA	11	7	NA	NA	4	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99457	2	14	1	NA	NA	NA	NA	NA	NA	13	7	NA	NA	6	"5"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99457	2	15	1	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99457	2	16	1	NA	NA	NA	NA	NA	NA	9	6	NA	NA	3	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99457	2	17	1	NA	NA	NA	NA	NA	NA	10	8	NA	NA	2	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99457	2	18	1	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99457	2	19	1	NA	NA	NA	NA	NA	NA	11	6	NA	NA	5	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99457	2	20	1	NA	NA	NA	NA	NA	NA	11	8	NA	NA	3	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99462	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99462	1	2	1	NA	NA	NA	NA	NA	NA	9	7	NA	NA	2	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99462	1	3	1	NA	NA	NA	NA	NA	NA	8	7	NA	NA	1	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99462	1	4	1	NA	NA	NA	NA	NA	NA	7	7	NA	NA	0	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99462	1	5	1	NA	NA	NA	NA	NA	NA	7	5	NA	NA	2	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99462	1	6	1	NA	NA	NA	NA	NA	NA	9	6	NA	NA	3	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99462	1	7	1	NA	NA	NA	NA	NA	NA	8	7	NA	NA	1	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99462	1	8	1	NA	NA	NA	NA	NA	NA	10	7	NA	NA	3	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99462	1	9	1	NA	NA	NA	NA	NA	NA	10	7	NA	NA	3	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99462	1	10	1	NA	NA	NA	NA	NA	NA	8	8	NA	NA	0	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99462	1	11	1	NA	NA	NA	NA	NA	NA	13	8	NA	NA	5	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99462	1	12	1	NA	NA	NA	NA	NA	NA	9	5	NA	NA	4	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99462	1	13	1	NA	NA	NA	NA	NA	NA	8	7	NA	NA	1	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99462	1	14	1	NA	NA	NA	NA	NA	NA	9	6	NA	NA	3	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99462	1	15	1	NA	NA	NA	NA	NA	NA	6	6	NA	NA	0	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99462	1	16	1	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99462	1	17	1	NA	NA	NA	NA	NA	NA	12	8	NA	NA	4	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99462	1	18	1	NA	NA	NA	NA	NA	NA	11	6	NA	NA	5	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99462	1	19	1	NA	NA	NA	NA	NA	NA	9	6	NA	NA	3	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99462	1	20	1	NA	NA	NA	NA	NA	NA	12	6	NA	NA	6	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99463	1	1	1	NA	NA	NA	NA	NA	NA	12	8	NA	NA	4	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99463	1	2	1	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99463	1	3	1	NA	NA	NA	NA	NA	NA	8	7	NA	NA	1	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99463	1	4	1	NA	NA	NA	NA	NA	NA	12	NA	NA	NA	NA	"4"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99463	1	5	1	NA	NA	NA	NA	NA	NA	8	6	NA	NA	2	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99463	1	6	1	NA	NA	NA	NA	NA	NA	13	8	NA	NA	5	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99463	1	7	1	NA	NA	NA	NA	NA	NA	8	6	NA	NA	2	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99463	1	8	1	NA	NA	NA	NA	NA	NA	12	NA	NA	NA	NA	"4"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99463	1	9	1	NA	NA	NA	NA	NA	NA	9	6	NA	NA	3	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99463	1	10	1	NA	NA	NA	NA	NA	NA	10	7	NA	NA	3	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99463	1	11	1	NA	NA	NA	NA	NA	NA	10	7	NA	NA	3	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99463	1	12	1	NA	NA	NA	NA	NA	NA	9	6	NA	NA	3	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99463	1	13	1	NA	NA	NA	NA	NA	NA	7	5	NA	NA	2	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99463	1	14	1	NA	NA	NA	NA	NA	NA	12	NA	NA	NA	NA	"4"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99463	1	15	1	NA	NA	NA	NA	NA	NA	8	6	NA	NA	2	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99463	1	16	1	NA	NA	NA	NA	NA	NA	8	6	NA	NA	2	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99463	1	17	1	NA	NA	NA	NA	NA	NA	9	6	NA	NA	3	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99463	1	18	1	NA	NA	NA	NA	NA	NA	8	5	NA	NA	3	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99463	1	19	1	NA	NA	NA	NA	NA	NA	9	6	NA	NA	3	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99463	1	20	1	NA	NA	NA	NA	NA	NA	8	6	NA	NA	2	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99464	2	1	1	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11"	2021	"9553"	2	99464	2	2	1	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11"	2021	"9553"	2	99464	2	3	1	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11"	2021	"9553"	2	99464	2	4	1	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11"	2021	"9553"	2	99464	2	5	1	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11"	2021	"9553"	2	99464	2	6	1	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11"	2021	"9553"	2	99464	2	7	1	NA	NA	NA	NA	NA	NA	8	7	NA	NA	1	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11"	2021	"9553"	2	99464	2	8	1	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11"	2021	"9553"	2	99464	2	9	1	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11"	2021	"9553"	2	99464	2	10	1	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11"	2021	"9553"	2	99464	2	11	1	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11"	2021	"9553"	2	99464	2	12	1	NA	NA	NA	NA	NA	NA	6	5	NA	NA	1	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11"	2021	"9553"	2	99464	2	13	1	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11"	2021	"9553"	2	99464	2	14	1	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11"	2021	"9553"	2	99464	2	15	1	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11"	2021	"9553"	2	99464	2	16	1	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11"	2021	"9553"	2	99464	2	17	1	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11"	2021	"9553"	2	99464	2	18	1	NA	NA	NA	NA	NA	NA	8	7	NA	NA	1	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11"	2021	"9553"	2	99464	2	19	1	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11"	2021	"9553"	2	99464	2	20	1	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11"	2021	"9553"	2	99465	3	1	1	NA	NA	NA	NA	NA	NA	7	6	NA	NA	1	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99465	3	2	1	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99465	3	3	1	NA	NA	NA	NA	NA	NA	10	8	NA	NA	2	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99465	3	4	1	NA	NA	NA	NA	NA	NA	16	NA	NA	NA	NA	"4"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99465	3	5	1	NA	NA	NA	NA	NA	NA	9	5	NA	NA	4	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99465	3	6	1	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99465	3	7	1	NA	NA	NA	NA	NA	NA	7	6	NA	NA	1	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99465	3	8	1	NA	NA	NA	NA	NA	NA	8	6	NA	NA	2	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99465	3	9	1	NA	NA	NA	NA	NA	NA	12	7	NA	NA	5	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99465	3	10	1	NA	NA	NA	NA	NA	NA	8	6	NA	NA	2	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99465	3	11	1	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99465	3	12	1	NA	NA	NA	NA	NA	NA	10	6	NA	NA	4	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99465	3	13	1	NA	NA	NA	NA	NA	NA	7	6	NA	NA	1	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99465	3	14	1	NA	NA	NA	NA	NA	NA	9	7	NA	NA	2	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99465	3	15	1	NA	NA	NA	NA	NA	NA	7	6	NA	NA	1	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99465	3	16	1	NA	NA	NA	NA	NA	NA	10	5	NA	NA	5	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99465	3	17	1	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99465	3	18	1	NA	NA	NA	NA	NA	NA	10	6	NA	NA	4	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99465	3	19	1	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99465	3	20	1	NA	NA	NA	NA	NA	NA	8	6	NA	NA	2	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99467	4	1	1	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99467	4	2	1	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99467	4	3	1	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99467	4	4	1	NA	NA	NA	NA	NA	NA	8	7	NA	NA	1	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99467	4	5	1	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99467	4	6	1	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99467	4	7	1	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99467	4	8	1	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99467	4	9	1	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99467	4	10	1	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99467	4	11	1	NA	NA	NA	NA	NA	NA	12	9	NA	NA	3	"4"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99467	4	12	1	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
"11"	2021	"9553"	2	99467	4	13	1	NA	NA	NA	NA	NA	NA	8	7	NA	NA	1	"1"	NA	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JASL"
