"CruiseKey"	"StationKey"	"HaulKey"	"SpeciesCategoryKey"	"SampleKey"	"IndividualKey"	"Individual"	"IndividualRoundWeight"	"IndividualTotalLength"	"LengthResolution"	"WeightMeasurement"	"IndividualAge"	"IndividualSex"	"agingstructureread"
"NA/19/2023/10024/20"	"5"	"38405"	"sild'G05/161722.G05/126417/Clupea harengus"	"2"	"34"	"NA/19/2023/10024/20-5-38405-sild'G05/161722.G05/126417/Clupea harengus-2-34"	126	23	0.5	"IndividualWeight"	3	"F"	"3"
"NA/19/2023/10024/20"	"5"	"38405"	"sild'G05/161722.G05/126417/Clupea harengus"	"2"	"35"	"NA/19/2023/10024/20-5-38405-sild'G05/161722.G05/126417/Clupea harengus-2-35"	175	25.5	0.5	"IndividualWeight"	3	"M"	"3"
"NA/19/2023/10024/20"	"5"	"38405"	"sild'G05/161722.G05/126417/Clupea harengus"	"2"	"36"	"NA/19/2023/10024/20-5-38405-sild'G05/161722.G05/126417/Clupea harengus-2-36"	131	24.5	0.5	"IndividualWeight"	2	"M"	"3"
"NA/19/2023/10024/20"	"5"	"38405"	"sild'G05/161722.G05/126417/Clupea harengus"	"2"	"37"	"NA/19/2023/10024/20-5-38405-sild'G05/161722.G05/126417/Clupea harengus-2-37"	150	24.5	0.5	"IndividualWeight"	3	"F"	"3"
"NA/19/2023/10024/20"	"5"	"38405"	"sild'G05/161722.G05/126417/Clupea harengus"	"2"	"38"	"NA/19/2023/10024/20-5-38405-sild'G05/161722.G05/126417/Clupea harengus-2-38"	172	27	0.5	"IndividualWeight"	6	"F"	"3"
"NA/19/2023/10024/20"	"5"	"38405"	"sild'G05/161722.G05/126417/Clupea harengus"	"2"	"39"	"NA/19/2023/10024/20-5-38405-sild'G05/161722.G05/126417/Clupea harengus-2-39"	131	24	0.5	"IndividualWeight"	2	"M"	"3"
"NA/19/2023/10024/20"	"5"	"38405"	"sild'G05/161722.G05/126417/Clupea harengus"	"2"	"40"	"NA/19/2023/10024/20-5-38405-sild'G05/161722.G05/126417/Clupea harengus-2-40"	211	28	0.5	"IndividualWeight"	3	"F"	"3"
"NA/19/2023/10024/20"	"5"	"38405"	"sild'G05/161722.G05/126417/Clupea harengus"	"2"	"41"	"NA/19/2023/10024/20-5-38405-sild'G05/161722.G05/126417/Clupea harengus-2-41"	180	27.5	0.5	"IndividualWeight"	6	"F"	"3"
"NA/19/2023/10024/20"	"5"	"38405"	"sild'G05/161722.G05/126417/Clupea harengus"	"2"	"42"	"NA/19/2023/10024/20-5-38405-sild'G05/161722.G05/126417/Clupea harengus-2-42"	137	25	0.5	"IndividualWeight"	4	"F"	"3"
"NA/19/2023/10024/20"	"5"	"38405"	"sild'G05/161722.G05/126417/Clupea harengus"	"2"	"43"	"NA/19/2023/10024/20-5-38405-sild'G05/161722.G05/126417/Clupea harengus-2-43"	125	24	0.5	"IndividualWeight"	2	"F"	"3"
"NA/19/2023/10024/20"	"5"	"38405"	"sild'G05/161722.G05/126417/Clupea harengus"	"2"	"44"	"NA/19/2023/10024/20-5-38405-sild'G05/161722.G05/126417/Clupea harengus-2-44"	137	23.5	0.5	"IndividualWeight"	2	"F"	"3"
"NA/19/2023/10024/20"	"5"	"38405"	"sild'G05/161722.G05/126417/Clupea harengus"	"2"	"45"	"NA/19/2023/10024/20-5-38405-sild'G05/161722.G05/126417/Clupea harengus-2-45"	132	24.5	0.5	"IndividualWeight"	2	"M"	"3"
"NA/19/2023/10024/20"	"5"	"38405"	"sild'G05/161722.G05/126417/Clupea harengus"	"2"	"46"	"NA/19/2023/10024/20-5-38405-sild'G05/161722.G05/126417/Clupea harengus-2-46"	115	23.5	0.5	"IndividualWeight"	2	"M"	"3"
"NA/19/2023/10024/20"	"5"	"38405"	"sild'G05/161722.G05/126417/Clupea harengus"	"2"	"47"	"NA/19/2023/10024/20-5-38405-sild'G05/161722.G05/126417/Clupea harengus-2-47"	108	22.5	0.5	"IndividualWeight"	3	"M"	"3"
"NA/19/2023/10024/20"	"5"	"38405"	"sild'G05/161722.G05/126417/Clupea harengus"	"2"	"48"	"NA/19/2023/10024/20-5-38405-sild'G05/161722.G05/126417/Clupea harengus-2-48"	160	26.5	0.5	"IndividualWeight"	6	"F"	"3"
"NA/19/2023/10024/20"	"5"	"38405"	"sild'G05/161722.G05/126417/Clupea harengus"	"2"	"49"	"NA/19/2023/10024/20-5-38405-sild'G05/161722.G05/126417/Clupea harengus-2-49"	134	23.5	0.5	"IndividualWeight"	2	"F"	"3"
"NA/19/2023/10024/20"	"5"	"38405"	"sild'G05/161722.G05/126417/Clupea harengus"	"2"	"50"	"NA/19/2023/10024/20-5-38405-sild'G05/161722.G05/126417/Clupea harengus-2-50"	95	21.5	0.5	"IndividualWeight"	3	"F"	"3"
"NA/19/2023/10024/20"	"5"	"38405"	"sild'G05/161722.G05/126417/Clupea harengus"	"2"	"51"	"NA/19/2023/10024/20-5-38405-sild'G05/161722.G05/126417/Clupea harengus-2-51"	113	24	0.5	"IndividualWeight"	NA	"F"	"11"
"NA/19/2023/10024/20"	"5"	"38405"	"sild'G05/161722.G05/126417/Clupea harengus"	"2"	"52"	"NA/19/2023/10024/20-5-38405-sild'G05/161722.G05/126417/Clupea harengus-2-52"	188	27	0.5	"IndividualWeight"	NA	"F"	"11"
"NA/19/2023/10024/20"	"5"	"38405"	"sild'G05/161722.G05/126417/Clupea harengus"	"2"	"53"	"NA/19/2023/10024/20-5-38405-sild'G05/161722.G05/126417/Clupea harengus-2-53"	203	27.5	0.5	"IndividualWeight"	NA	"F"	"11"
"NA/19/2023/10024/20"	"5"	"38405"	"sild'G05/161722.G05/126417/Clupea harengus"	"2"	"54"	"NA/19/2023/10024/20-5-38405-sild'G05/161722.G05/126417/Clupea harengus-2-54"	105	21.5	0.5	"IndividualWeight"	NA	"F"	"11"
"NA/19/2023/10024/20"	"5"	"38405"	"sild'G05/161722.G05/126417/Clupea harengus"	"2"	"55"	"NA/19/2023/10024/20-5-38405-sild'G05/161722.G05/126417/Clupea harengus-2-55"	164	26	0.5	"IndividualWeight"	NA	"F"	"11"
"NA/19/2023/10024/20"	"5"	"38405"	"sild'G05/161722.G05/126417/Clupea harengus"	"2"	"56"	"NA/19/2023/10024/20-5-38405-sild'G05/161722.G05/126417/Clupea harengus-2-56"	119	23.5	0.5	"IndividualWeight"	NA	"M"	"11"
"NA/19/2023/10024/20"	"5"	"38405"	"sild'G05/161722.G05/126417/Clupea harengus"	"2"	"57"	"NA/19/2023/10024/20-5-38405-sild'G05/161722.G05/126417/Clupea harengus-2-57"	148	24.5	0.5	"IndividualWeight"	NA	"F"	"11"
"NA/19/2023/10024/20"	"5"	"38405"	"sild'G05/161722.G05/126417/Clupea harengus"	"2"	"58"	"NA/19/2023/10024/20-5-38405-sild'G05/161722.G05/126417/Clupea harengus-2-58"	127	24	0.5	"IndividualWeight"	NA	"F"	"11"
"NA/19/2023/10024/20"	"5"	"38405"	"sild'G05/161722.G05/126417/Clupea harengus"	"2"	"59"	"NA/19/2023/10024/20-5-38405-sild'G05/161722.G05/126417/Clupea harengus-2-59"	177	26.5	0.5	"IndividualWeight"	NA	"F"	"11"
"NA/19/2023/10024/20"	"5"	"38405"	"sild'G05/161722.G05/126417/Clupea harengus"	"2"	"60"	"NA/19/2023/10024/20-5-38405-sild'G05/161722.G05/126417/Clupea harengus-2-60"	117	24	0.5	"IndividualWeight"	NA	"F"	"11"
"NA/19/2023/10024/20"	"5"	"38405"	"sild'G05/161722.G05/126417/Clupea harengus"	"2"	"61"	"NA/19/2023/10024/20-5-38405-sild'G05/161722.G05/126417/Clupea harengus-2-61"	72	19.5	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2023/10024/20"	"5"	"38405"	"sild'G05/161722.G05/126417/Clupea harengus"	"2"	"62"	"NA/19/2023/10024/20-5-38405-sild'G05/161722.G05/126417/Clupea harengus-2-62"	91	21	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2023/10024/20"	"5"	"38405"	"sild'G05/161722.G05/126417/Clupea harengus"	"2"	"63"	"NA/19/2023/10024/20-5-38405-sild'G05/161722.G05/126417/Clupea harengus-2-63"	160	26	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2023/10024/20"	"5"	"38405"	"sild'G05/161722.G05/126417/Clupea harengus"	"2"	"64"	"NA/19/2023/10024/20-5-38405-sild'G05/161722.G05/126417/Clupea harengus-2-64"	123	23.5	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2023/10024/20"	"5"	"38405"	"sild'G05/161722.G05/126417/Clupea harengus"	"2"	"65"	"NA/19/2023/10024/20-5-38405-sild'G05/161722.G05/126417/Clupea harengus-2-65"	78	20	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2023/10024/20"	"5"	"38405"	"sild'G05/161722.G05/126417/Clupea harengus"	"2"	"66"	"NA/19/2023/10024/20-5-38405-sild'G05/161722.G05/126417/Clupea harengus-2-66"	150	25.5	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2023/10024/20"	"6"	"38406"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"1"	"NA/19/2023/10024/20-6-38406-sild'G05/161722.G05/126417/Clupea harengus-1-1"	242	30	0.5	"IndividualWeight"	9	"M"	"3"
"NA/19/2023/10024/20"	"6"	"38406"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"2"	"NA/19/2023/10024/20-6-38406-sild'G05/161722.G05/126417/Clupea harengus-1-2"	149	26	0.5	"IndividualWeight"	7	"F"	"3"
"NA/19/2023/10024/20"	"6"	"38406"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"3"	"NA/19/2023/10024/20-6-38406-sild'G05/161722.G05/126417/Clupea harengus-1-3"	188	27.5	0.5	"IndividualWeight"	11	"M"	"3"
"NA/19/2023/10024/20"	"6"	"38406"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"4"	"NA/19/2023/10024/20-6-38406-sild'G05/161722.G05/126417/Clupea harengus-1-4"	205	28.5	0.5	"IndividualWeight"	8	"F"	"3"
"NA/19/2023/10024/20"	"6"	"38406"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"5"	"NA/19/2023/10024/20-6-38406-sild'G05/161722.G05/126417/Clupea harengus-1-5"	182	27	0.5	"IndividualWeight"	7	"F"	"3"
"NA/19/2023/10024/20"	"6"	"38406"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"6"	"NA/19/2023/10024/20-6-38406-sild'G05/161722.G05/126417/Clupea harengus-1-6"	169	26.5	0.5	"IndividualWeight"	5	"M"	"3"
"NA/19/2023/10024/20"	"6"	"38406"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"7"	"NA/19/2023/10024/20-6-38406-sild'G05/161722.G05/126417/Clupea harengus-1-7"	149	25	0.5	"IndividualWeight"	4	"F"	"3"
"NA/19/2023/10024/20"	"6"	"38406"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"8"	"NA/19/2023/10024/20-6-38406-sild'G05/161722.G05/126417/Clupea harengus-1-8"	150	25	0.5	"IndividualWeight"	3	"F"	"3"
"NA/19/2023/10024/20"	"6"	"38406"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"9"	"NA/19/2023/10024/20-6-38406-sild'G05/161722.G05/126417/Clupea harengus-1-9"	153	26	0.5	"IndividualWeight"	5	"M"	"3"
"NA/19/2023/10024/20"	"6"	"38406"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"10"	"NA/19/2023/10024/20-6-38406-sild'G05/161722.G05/126417/Clupea harengus-1-10"	154	26.5	0.5	"IndividualWeight"	6	"M"	"3"
"NA/19/2023/10024/20"	"6"	"38406"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"11"	"NA/19/2023/10024/20-6-38406-sild'G05/161722.G05/126417/Clupea harengus-1-11"	224	28	0.5	"IndividualWeight"	6	"F"	"3"
"NA/19/2023/10024/20"	"6"	"38406"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"12"	"NA/19/2023/10024/20-6-38406-sild'G05/161722.G05/126417/Clupea harengus-1-12"	178	28	0.5	"IndividualWeight"	6	"M"	"3"
"NA/19/2023/10024/20"	"6"	"38406"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"13"	"NA/19/2023/10024/20-6-38406-sild'G05/161722.G05/126417/Clupea harengus-1-13"	193	28	0.5	"IndividualWeight"	8	"F"	"3"
"NA/19/2023/10024/20"	"6"	"38406"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"14"	"NA/19/2023/10024/20-6-38406-sild'G05/161722.G05/126417/Clupea harengus-1-14"	178	26.5	0.5	"IndividualWeight"	5	"M"	"3"
"NA/19/2023/10024/20"	"6"	"38406"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"15"	"NA/19/2023/10024/20-6-38406-sild'G05/161722.G05/126417/Clupea harengus-1-15"	141	25	0.5	"IndividualWeight"	4	"M"	"3"
"NA/19/2023/10024/20"	"6"	"38406"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"16"	"NA/19/2023/10024/20-6-38406-sild'G05/161722.G05/126417/Clupea harengus-1-16"	155	25.5	0.5	"IndividualWeight"	3	"F"	"3"
"NA/19/2023/10024/20"	"6"	"38406"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"17"	"NA/19/2023/10024/20-6-38406-sild'G05/161722.G05/126417/Clupea harengus-1-17"	136	24.5	0.5	"IndividualWeight"	2	"F"	"3"
"NA/19/2023/10024/20"	"6"	"38406"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"18"	"NA/19/2023/10024/20-6-38406-sild'G05/161722.G05/126417/Clupea harengus-1-18"	188	27	0.5	"IndividualWeight"	9	"F"	"3"
"NA/19/2023/10024/20"	"6"	"38406"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"19"	"NA/19/2023/10024/20-6-38406-sild'G05/161722.G05/126417/Clupea harengus-1-19"	174	27	0.5	"IndividualWeight"	6	"M"	"3"
"NA/19/2023/10024/20"	"6"	"38406"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"20"	"NA/19/2023/10024/20-6-38406-sild'G05/161722.G05/126417/Clupea harengus-1-20"	143	26	0.5	"IndividualWeight"	5	"M"	"3"
"NA/19/2023/10024/20"	"6"	"38406"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"21"	"NA/19/2023/10024/20-6-38406-sild'G05/161722.G05/126417/Clupea harengus-1-21"	155	26	0.5	"IndividualWeight"	8	"F"	"3"
"NA/19/2023/10024/20"	"6"	"38406"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"22"	"NA/19/2023/10024/20-6-38406-sild'G05/161722.G05/126417/Clupea harengus-1-22"	182	26.5	0.5	"IndividualWeight"	5	"M"	"3"
"NA/19/2023/10024/20"	"6"	"38406"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"23"	"NA/19/2023/10024/20-6-38406-sild'G05/161722.G05/126417/Clupea harengus-1-23"	226	29	0.5	"IndividualWeight"	4	"F"	"3"
"NA/19/2023/10024/20"	"6"	"38406"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"24"	"NA/19/2023/10024/20-6-38406-sild'G05/161722.G05/126417/Clupea harengus-1-24"	184	27	0.5	"IndividualWeight"	4	"F"	"3"
"NA/19/2023/10024/20"	"6"	"38406"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"25"	"NA/19/2023/10024/20-6-38406-sild'G05/161722.G05/126417/Clupea harengus-1-25"	156	26	0.5	"IndividualWeight"	5	"F"	"3"
"NA/19/2023/10024/20"	"6"	"38406"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"26"	"NA/19/2023/10024/20-6-38406-sild'G05/161722.G05/126417/Clupea harengus-1-26"	185	27.5	0.5	"IndividualWeight"	9	"F"	"3"
"NA/19/2023/10024/20"	"6"	"38406"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"27"	"NA/19/2023/10024/20-6-38406-sild'G05/161722.G05/126417/Clupea harengus-1-27"	185	27.5	0.5	"IndividualWeight"	7	"F"	"3"
"NA/19/2023/10024/20"	"6"	"38406"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"28"	"NA/19/2023/10024/20-6-38406-sild'G05/161722.G05/126417/Clupea harengus-1-28"	175	27	0.5	"IndividualWeight"	7	"M"	"3"
"NA/19/2023/10024/20"	"6"	"38406"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"29"	"NA/19/2023/10024/20-6-38406-sild'G05/161722.G05/126417/Clupea harengus-1-29"	187	27.5	0.5	"IndividualWeight"	4	"M"	"3"
"NA/19/2023/10024/20"	"6"	"38406"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"30"	"NA/19/2023/10024/20-6-38406-sild'G05/161722.G05/126417/Clupea harengus-1-30"	165	27	0.5	"IndividualWeight"	6	"F"	"3"
"NA/19/2023/10024/20"	"6"	"38406"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"31"	"NA/19/2023/10024/20-6-38406-sild'G05/161722.G05/126417/Clupea harengus-1-31"	202	28	0.5	"IndividualWeight"	4	"M"	"3"
"NA/19/2023/10024/20"	"6"	"38406"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"32"	"NA/19/2023/10024/20-6-38406-sild'G05/161722.G05/126417/Clupea harengus-1-32"	172	27	0.5	"IndividualWeight"	4	"M"	"3"
"NA/19/2023/10024/20"	"6"	"38406"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"33"	"NA/19/2023/10024/20-6-38406-sild'G05/161722.G05/126417/Clupea harengus-1-33"	187	27	0.5	"IndividualWeight"	12	"M"	"3"
"NA/19/2023/10024/20"	"6"	"38406"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"34"	"NA/19/2023/10024/20-6-38406-sild'G05/161722.G05/126417/Clupea harengus-1-34"	127	24	0.5	"IndividualWeight"	4	"F"	"3"
"NA/19/2023/10024/20"	"6"	"38406"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"35"	"NA/19/2023/10024/20-6-38406-sild'G05/161722.G05/126417/Clupea harengus-1-35"	189	27.5	0.5	"IndividualWeight"	9	"F"	"3"
"NA/19/2023/10024/20"	"6"	"38406"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"36"	"NA/19/2023/10024/20-6-38406-sild'G05/161722.G05/126417/Clupea harengus-1-36"	149	25	0.5	"IndividualWeight"	3	"M"	"3"
"NA/19/2023/10024/20"	"6"	"38406"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"37"	"NA/19/2023/10024/20-6-38406-sild'G05/161722.G05/126417/Clupea harengus-1-37"	146	26	0.5	"IndividualWeight"	5	"M"	"3"
