"CruiseKey"	"StationKey"	"HaulKey"	"SpeciesCategoryKey"	"SpeciesCategory"
"NA/19/2023/10024/20"	"69"	"38469"	"sild'G05/161722.G05/126417/Clupea harengus"	"sild'G05/161722.G05/126417/Clupea harengus"
"NA/19/2023/10024/20"	"70"	"38470"	"sild'G05/161722.G05/126417/Clupea harengus"	"sild'G05/161722.G05/126417/Clupea harengus"
"NA/19/2023/10024/20"	"71"	"38471"	"sild'G05/161722.G05/126417/Clupea harengus"	"sild'G05/161722.G05/126417/Clupea harengus"
"NA/19/2023/10024/20"	"71"	"38471"	"sardin/161813/126421/Sardina pilchardus"	"sardin/161813/126421/Sardina pilchardus"
"NA/19/2023/10024/20"	"72"	"38472"	"sild'G05/161722.G05/126417/Clupea harengus"	"sild'G05/161722.G05/126417/Clupea harengus"
"NA/19/2023/10024/20"	"73"	"38473"	"sild'G05/161722.G05/126417/Clupea harengus"	"sild'G05/161722.G05/126417/Clupea harengus"
"NA/19/2023/10024/20"	"74"	"38474"	"sild'G05/161722.G05/126417/Clupea harengus"	"sild'G05/161722.G05/126417/Clupea harengus"
"NA/19/2023/10024/20"	"75"	"38475"	"sild'G05/161722.G05/126417/Clupea harengus"	"sild'G05/161722.G05/126417/Clupea harengus"
"NA/19/2023/10024/20"	"76"	"38476"	"sild'G05/161722.G05/126417/Clupea harengus"	"sild'G05/161722.G05/126417/Clupea harengus"
"NA/19/2023/10024/20"	"77"	"38477"	"sild'G05/161722.G05/126417/Clupea harengus"	"sild'G05/161722.G05/126417/Clupea harengus"
"NA/19/2023/10024/20"	"78"	"38478"	"sild'G05/161722.G05/126417/Clupea harengus"	"sild'G05/161722.G05/126417/Clupea harengus"
"NA/19/2023/10024/20"	"79"	"38479"	"sild'G05/161722.G05/126417/Clupea harengus"	"sild'G05/161722.G05/126417/Clupea harengus"
"NA/19/2023/10024/20"	"80"	"38480"	"sild'G05/161722.G05/126417/Clupea harengus"	"sild'G05/161722.G05/126417/Clupea harengus"
"NA/19/2023/10024/20"	"81"	"38481"	"sild'G05/161722.G05/126417/Clupea harengus"	"sild'G05/161722.G05/126417/Clupea harengus"
"NA/19/2023/10024/20"	"82"	"38482"	"sild'G05/161722.G05/126417/Clupea harengus"	"sild'G05/161722.G05/126417/Clupea harengus"
"NA/19/2023/10024/20"	"83"	"38483"	"sild'G05/161722.G05/126417/Clupea harengus"	"sild'G05/161722.G05/126417/Clupea harengus"
"NA/19/2023/10024/20"	"84"	"38484"	"sild'G05/161722.G05/126417/Clupea harengus"	"sild'G05/161722.G05/126417/Clupea harengus"
"NA/19/2023/10024/20"	"85"	"38485"	"sild'G05/161722.G05/126417/Clupea harengus"	"sild'G05/161722.G05/126417/Clupea harengus"
"NA/19/2023/10024/20"	"86"	"38486"	"sild'G05/161722.G05/126417/Clupea harengus"	"sild'G05/161722.G05/126417/Clupea harengus"
"NA/19/2023/10024/20"	"87"	"38487"	"sild'G05/161722.G05/126417/Clupea harengus"	"sild'G05/161722.G05/126417/Clupea harengus"
