"CruiseKey"	"StationKey"	"HaulKey"	"SpeciesCategoryKey"	"SampleKey"	"Sample"	"CatchFractionWeight"	"CatchFractionNumber"	"SampleWeight"	"SampleNumber"	"sampleproducttype"	"lengthmeasurement"
"NA/19/2023/10024/20"	"31"	"38431"	"sild'G05/161722.G05/126417/Clupea harengus"	"2"	"NA/19/2023/10024/20-31-38431-sild'G05/161722.G05/126417/Clupea harengus-2"	46000	298279	8.482	55	"1"	"E"
"NA/19/2023/10024/20"	"32"	"38432"	"sild'G05/161722.G05/126417/Clupea harengus"	"2"	"NA/19/2023/10024/20-32-38432-sild'G05/161722.G05/126417/Clupea harengus-2"	73000	411249	10.828	61	"1"	"E"
"NA/19/2023/10024/20"	"33"	"38433"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-33-38433-sild'G05/161722.G05/126417/Clupea harengus-1"	230850	1888477	7.09	58	"1"	"E"
"NA/19/2023/10024/20"	"34"	"38434"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-34-38434-sild'G05/161722.G05/126417/Clupea harengus-1"	135000	643939	10.692	51	"1"	"E"
"NA/19/2023/10024/20"	"35"	"38435"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-35-38435-sild'G05/161722.G05/126417/Clupea harengus-1"	80000	449920	7.468	42	"1"	"E"
"NA/19/2023/10024/20"	"36"	"38436"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-36-38436-sild'G05/161722.G05/126417/Clupea harengus-1"	89000	703084	11.899	94	"1"	"E"
"NA/19/2023/10024/20"	"37"	"38437"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-37-38437-sild'G05/161722.G05/126417/Clupea harengus-1"	190000	820537	12.504	54	"1"	"E"
"NA/19/2023/10024/20"	"38"	"38438"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-38-38438-sild'G05/161722.G05/126417/Clupea harengus-1"	99000	1137931	5.655	65	"1"	"E"
"NA/19/2023/10024/20"	"39"	"38439"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-39-38439-sild'G05/161722.G05/126417/Clupea harengus-1"	30000	177999	8.427	50	"1"	"E"
"NA/19/2023/10024/20"	"40"	"38440"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-40-38440-sild'G05/161722.G05/126417/Clupea harengus-1"	850000	8903320	9.547	100	"1"	"E"
"NA/19/2023/10024/20"	"41"	"38441"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-41-38441-sild'G05/161722.G05/126417/Clupea harengus-1"	139000	1215301	6.405	56	"1"	"E"
"NA/19/2023/10024/20"	"42"	"38442"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-42-38442-sild'G05/161722.G05/126417/Clupea harengus-1"	40000	424178	9.43	100	"1"	"E"
"NA/19/2023/10024/20"	"43"	"38443"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-43-38443-sild'G05/161722.G05/126417/Clupea harengus-1"	150000	612897	5.629	23	"1"	"E"
"NA/19/2023/10024/20"	"44"	"38444"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-44-38444-sild'G05/161722.G05/126417/Clupea harengus-1"	3e+05	1424106	8.637	41	"1"	"E"
"NA/19/2023/10024/20"	"45"	"38445"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-45-38445-sild'G05/161722.G05/126417/Clupea harengus-1"	98000	500304	8.227	42	"1"	"E"
"NA/19/2023/10024/20"	"46"	"38446"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-46-38446-sild'G05/161722.G05/126417/Clupea harengus-1"	225000	1465045	8.754	57	"1"	"E"
"NA/19/2023/10024/20"	"47"	"38447"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-47-38447-sild'G05/161722.G05/126417/Clupea harengus-1"	130000	1810333	7.181	100	"1"	"E"
"NA/19/2023/10024/20"	"48"	"38448"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-48-38448-sild'G05/161722.G05/126417/Clupea harengus-1"	195000	934803	11.473	55	"1"	"E"
"NA/19/2023/10024/20"	"49"	"38449"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-49-38449-sild'G05/161722.G05/126417/Clupea harengus-1"	140000	614621	15.717	69	"1"	"E"
"NA/19/2023/10024/20"	"50"	"38450"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-50-38450-sild'G05/161722.G05/126417/Clupea harengus-1"	106000	545258	12.053	62	"1"	"E"
"NA/19/2023/10024/20"	"51"	"38451"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-51-38451-sild'G05/161722.G05/126417/Clupea harengus-1"	135000	907038	9.079	61	"1"	"E"
"NA/19/2023/10024/20"	"52"	"38452"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-52-38452-sild'G05/161722.G05/126417/Clupea harengus-1"	65000	336124	16.244	84	"1"	"E"
"NA/19/2023/10024/20"	"53"	"38453"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-53-38453-sild'G05/161722.G05/126417/Clupea harengus-1"	70000	381251	12.118	66	"1"	"E"
"NA/19/2023/10024/20"	"54"	"38454"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-54-38454-sild'G05/161722.G05/126417/Clupea harengus-1"	145000	1064117	7.767	57	"1"	"E"
"NA/19/2023/10024/20"	"55"	"38455"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-55-38455-sild'G05/161722.G05/126417/Clupea harengus-1"	1350000	5795073	10.716	46	"1"	"E"
"NA/19/2023/10024/20"	"56"	"38456"	"sild'G05/161722.G05/126417/Clupea harengus"	"2"	"NA/19/2023/10024/20-56-38456-sild'G05/161722.G05/126417/Clupea harengus-2"	210000	1084534	14.716	76	"1"	"E"
"NA/19/2023/10024/20"	"57"	"38457"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-57-38457-sild'G05/161722.G05/126417/Clupea harengus-1"	158200	1166323	13.564	100	"1"	"E"
"NA/19/2023/10024/20"	"58"	"38458"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-58-38458-sild'G05/161722.G05/126417/Clupea harengus-1"	2400000	11043403	16.082	74	"1"	"E"
"NA/19/2023/10024/20"	"59"	"38459"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-59-38459-sild'G05/161722.G05/126417/Clupea harengus-1"	165000	1046954	12.608	80	"1"	"E"
"NA/19/2023/10024/20"	"60"	"38460"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-60-38460-sild'G05/161722.G05/126417/Clupea harengus-1"	165000	759886	12.594	58	"1"	"E"
"NA/19/2023/10024/20"	"61"	"38461"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-61-38461-sild'G05/161722.G05/126417/Clupea harengus-1"	2e+05	1200852	10.326	62	"1"	"E"
"NA/19/2023/10024/20"	"62"	"38462"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-62-38462-sild'G05/161722.G05/126417/Clupea harengus-1"	173345	1214271	11.135	78	"1"	"E"
"NA/19/2023/10024/20"	"63"	"38463"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-63-38463-sild'G05/161722.G05/126417/Clupea harengus-1"	70000	396356	8.124	46	"1"	"E"
"NA/19/2023/10024/20"	"64"	"38464"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-64-38464-sild'G05/161722.G05/126417/Clupea harengus-1"	90000	407668	12.363	56	"1"	"E"
"NA/19/2023/10024/20"	"65"	"38465"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-65-38465-sild'G05/161722.G05/126417/Clupea harengus-1"	70000	385616	13.07	72	"1"	"E"
"NA/19/2023/10024/20"	"66"	"38466"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-66-38466-sild'G05/161722.G05/126417/Clupea harengus-1"	32000	150709	16.774	79	"1"	"E"
"NA/19/2023/10024/20"	"67"	"38467"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-67-38467-sild'G05/161722.G05/126417/Clupea harengus-1"	40000	226143	14.681	83	"1"	"E"
"NA/19/2023/10024/20"	"68"	"38468"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-68-38468-sild'G05/161722.G05/126417/Clupea harengus-1"	37800	195763	10.62	55	"1"	"E"
"NA/19/2023/10024/20"	"69"	"38469"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-69-38469-sild'G05/161722.G05/126417/Clupea harengus-1"	30000	206186	7.566	52	"1"	"E"
"NA/19/2023/10024/20"	"70"	"38470"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-70-38470-sild'G05/161722.G05/126417/Clupea harengus-1"	60000	430976	13.365	96	"1"	"E"
"NA/19/2023/10024/20"	"71"	"38471"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-71-38471-sild'G05/161722.G05/126417/Clupea harengus-1"	60000	352227	4.94	29	"1"	"E"
"NA/19/2023/10024/20"	"71"	"38471"	"sardin/161813/126421/Sardina pilchardus"	"2"	"NA/19/2023/10024/20-71-38471-sardin/161813/126421/Sardina pilchardus-2"	0.141	1	0.141	1	"1"	"E"
"NA/19/2023/10024/20"	"72"	"38472"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-72-38472-sild'G05/161722.G05/126417/Clupea harengus-1"	30000	214908	5.165	37	"1"	"E"
"NA/19/2023/10024/20"	"73"	"38473"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-73-38473-sild'G05/161722.G05/126417/Clupea harengus-1"	20000	120359	7.81	47	"1"	"E"
"NA/19/2023/10024/20"	"74"	"38474"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-74-38474-sild'G05/161722.G05/126417/Clupea harengus-1"	153000	1268930	6.511	54	"1"	"E"
"NA/19/2023/10024/20"	"75"	"38475"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-75-38475-sild'G05/161722.G05/126417/Clupea harengus-1"	142000	689457	10.092	49	"1"	"E"
"NA/19/2023/10024/20"	"76"	"38476"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-76-38476-sild'G05/161722.G05/126417/Clupea harengus-1"	165000	698318	9.215	39	"1"	"E"
"NA/19/2023/10024/20"	"77"	"38477"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-77-38477-sild'G05/161722.G05/126417/Clupea harengus-1"	330000	1615914	13.07	64	"1"	"E"
"NA/19/2023/10024/20"	"78"	"38478"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-78-38478-sild'G05/161722.G05/126417/Clupea harengus-1"	205000	1487327	10.613	77	"1"	"E"
"NA/19/2023/10024/20"	"79"	"38479"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-79-38479-sild'G05/161722.G05/126417/Clupea harengus-1"	94000	505435	8.555	46	"1"	"E"
"NA/19/2023/10024/20"	"80"	"38480"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-80-38480-sild'G05/161722.G05/126417/Clupea harengus-1"	110000	620155	9.933	56	"1"	"E"
"NA/19/2023/10024/20"	"81"	"38481"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-81-38481-sild'G05/161722.G05/126417/Clupea harengus-1"	140000	622413	6.523	29	"1"	"E"
"NA/19/2023/10024/20"	"82"	"38482"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-82-38482-sild'G05/161722.G05/126417/Clupea harengus-1"	105000	474222	11.735	53	"1"	"E"
"NA/19/2023/10024/20"	"83"	"38483"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-83-38483-sild'G05/161722.G05/126417/Clupea harengus-1"	130000	543145	11.728	49	"1"	"E"
"NA/19/2023/10024/20"	"84"	"38484"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-84-38484-sild'G05/161722.G05/126417/Clupea harengus-1"	165000	699557	5.189	22	"1"	"E"
"NA/19/2023/10024/20"	"85"	"38485"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-85-38485-sild'G05/161722.G05/126417/Clupea harengus-1"	230000	996667	15	65	"1"	"E"
"NA/19/2023/10024/20"	"86"	"38486"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-86-38486-sild'G05/161722.G05/126417/Clupea harengus-1"	360000	1556268	7.171	31	"1"	"E"
"NA/19/2023/10024/20"	"87"	"38487"	"sild'G05/161722.G05/126417/Clupea harengus"	"1"	"NA/19/2023/10024/20-87-38487-sild'G05/161722.G05/126417/Clupea harengus-1"	116000	604533	8.251	43	"1"	"E"
