"CruiseKey"	"StationKey"	"HaulKey"	"SpeciesCategoryKey"	"SampleKey"	"IndividualKey"	"Individual"	"IndividualRoundWeight"	"IndividualTotalLength"	"LengthResolution"	"WeightMeasurement"	"IndividualAge"	"IndividualSex"	"agingstructureread"
"NA/19/2020/9000/10"	"1"	"39001"	"sild'G03/161722.G03/126417/NA"	"2"	"21"	"NA/19/2020/9000/10-1-39001-sild'G03/161722.G03/126417/NA-2-21"	477	39	0.5	"IndividualWeight"	NA	"F"	NA
"NA/19/2020/9000/10"	"1"	"39001"	"sild'G03/161722.G03/126417/NA"	"2"	"22"	"NA/19/2020/9000/10-1-39001-sild'G03/161722.G03/126417/NA-2-22"	364	35.5	0.5	"IndividualWeight"	NA	"F"	NA
"NA/19/2020/9000/10"	"1"	"39001"	"sild'G03/161722.G03/126417/NA"	"2"	"23"	"NA/19/2020/9000/10-1-39001-sild'G03/161722.G03/126417/NA-2-23"	393	35.5	0.5	"IndividualWeight"	9	"F"	NA
"NA/19/2020/9000/10"	"1"	"39001"	"sild'G03/161722.G03/126417/NA"	"2"	"24"	"NA/19/2020/9000/10-1-39001-sild'G03/161722.G03/126417/NA-2-24"	365	34.5	0.5	"IndividualWeight"	11	"M"	NA
"NA/19/2020/9000/10"	"1"	"39001"	"sild'G03/161722.G03/126417/NA"	"2"	"25"	"NA/19/2020/9000/10-1-39001-sild'G03/161722.G03/126417/NA-2-25"	315	34	0.5	"IndividualWeight"	9	"F"	NA
"NA/19/2020/9000/10"	"1"	"39001"	"sild'G03/161722.G03/126417/NA"	"2"	"26"	"NA/19/2020/9000/10-1-39001-sild'G03/161722.G03/126417/NA-2-26"	330	34.5	0.5	"IndividualWeight"	NA	"M"	NA
"NA/19/2020/9000/10"	"1"	"39001"	"sild'G03/161722.G03/126417/NA"	"2"	"27"	"NA/19/2020/9000/10-1-39001-sild'G03/161722.G03/126417/NA-2-27"	338	35.5	0.5	"IndividualWeight"	NA	"F"	NA
"NA/19/2020/9000/10"	"1"	"39001"	"sild'G03/161722.G03/126417/NA"	"2"	"28"	"NA/19/2020/9000/10-1-39001-sild'G03/161722.G03/126417/NA-2-28"	376	35	0.5	"IndividualWeight"	NA	"M"	NA
"NA/19/2020/9000/10"	"1"	"39001"	"sild'G03/161722.G03/126417/NA"	"2"	"29"	"NA/19/2020/9000/10-1-39001-sild'G03/161722.G03/126417/NA-2-29"	321	34	0.5	"IndividualWeight"	7	"F"	NA
"NA/19/2020/9000/10"	"1"	"39001"	"sild'G03/161722.G03/126417/NA"	"2"	"30"	"NA/19/2020/9000/10-1-39001-sild'G03/161722.G03/126417/NA-2-30"	335	34	0.5	"IndividualWeight"	NA	"F"	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"1"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-1"	91	22.5	0.5	"IndividualWeight"	4	"F"	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"2"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-2"	143	25.5	0.5	"IndividualWeight"	4	"F"	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"3"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-3"	134	26	0.5	"IndividualWeight"	4	"M"	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"4"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-4"	177	27.5	0.5	"IndividualWeight"	4	"F"	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"5"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-5"	116	23.5	0.5	"IndividualWeight"	4	"F"	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"6"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-6"	161	27	0.5	"IndividualWeight"	4	"M"	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"7"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-7"	62	20.5	0.5	"IndividualWeight"	4	"F"	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"8"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-8"	171	27.5	0.5	"IndividualWeight"	4	"M"	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"9"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-9"	280	31	0.5	"IndividualWeight"	7	"M"	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"10"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-10"	140	26.5	0.5	"IndividualWeight"	4	"M"	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"11"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-11"	147	25.5	0.5	"IndividualWeight"	4	"F"	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"12"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-12"	269	31	0.5	"IndividualWeight"	7	"F"	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"13"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-13"	150	27	0.5	"IndividualWeight"	4	"F"	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"14"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-14"	153	26	0.5	"IndividualWeight"	5	"F"	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"15"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-15"	64	20.5	0.5	"IndividualWeight"	4	"F"	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"16"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-16"	145	26	0.5	"IndividualWeight"	4	"F"	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"17"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-17"	97	24	0.5	"IndividualWeight"	4	"F"	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"18"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-18"	109	24	0.5	"IndividualWeight"	4	"M"	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"19"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-19"	115	25	0.5	"IndividualWeight"	3	"M"	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"20"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-20"	173	27	0.5	"IndividualWeight"	4	"M"	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"21"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-21"	134	26	0.5	"IndividualWeight"	4	"M"	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"22"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-22"	317	31.5	0.5	"IndividualWeight"	7	"F"	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"23"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-23"	270	30.5	0.5	"IndividualWeight"	7	"M"	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"24"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-24"	156	26.5	0.5	"IndividualWeight"	4	"F"	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"25"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-25"	225	28	0.5	"IndividualWeight"	4	"M"	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"26"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-26"	204	29	0.5	"IndividualWeight"	6	"F"	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"27"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-27"	277	31	0.5	"IndividualWeight"	8	"F"	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"28"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-28"	67	22	0.5	"IndividualWeight"	4	"M"	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"29"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-29"	297	30.5	0.5	"IndividualWeight"	7	"M"	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"30"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-30"	78	22	0.5	"IndividualWeight"	4	"M"	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"31"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-31"	240	30.5	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"32"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-32"	116	24	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"33"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-33"	169	27	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"34"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-34"	275	30.5	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"35"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-35"	140	26	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"36"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-36"	129	25.5	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"37"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-37"	286	31	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"38"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-38"	276	30.5	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"39"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-39"	173	27.5	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"40"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-40"	165	27.5	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"41"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-41"	263	30.5	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"42"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-42"	99	23	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"43"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-43"	42	18	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"44"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-44"	96	24	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"45"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-45"	321	31.5	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"46"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-46"	76	22	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"47"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-47"	71	21	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"48"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-48"	166	26.5	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"49"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-49"	159	27.5	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"50"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-50"	20	14.5	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"51"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-51"	138	26	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"52"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-52"	147	27	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"53"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-53"	151	26.5	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"54"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-54"	129	26	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"55"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-55"	152	26.5	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"56"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-56"	149	26.5	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"57"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-57"	136	25	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"58"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-58"	172	26.5	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"59"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-59"	147	25.5	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"60"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-60"	251	30.5	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"61"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-61"	140	26	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"62"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-62"	233	30.5	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"63"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-63"	255	30	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"64"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-64"	198	28	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"65"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-65"	157	26.5	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"66"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-66"	169	26	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"67"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-67"	138	25.5	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"68"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-68"	192	28	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"69"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-69"	154	27	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"70"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-70"	302	32	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"71"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-71"	84	22	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"72"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-72"	317	32	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"73"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-73"	35	17.5	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"74"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-74"	83	23	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"75"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-75"	213	29	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"76"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-76"	143	26	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"77"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-77"	193	27.5	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"78"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-78"	262	29	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"79"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-79"	61	20	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"80"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-80"	45	18.5	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"81"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-81"	196	28	0.5	"IndividualWeight"	NA	NA	NA
"NA/19/2020/9000/10"	"2"	"39002"	"sild'G03/161722.G03/126417/NA"	"1"	"82"	"NA/19/2020/9000/10-2-39002-sild'G03/161722.G03/126417/NA-1-82"	175	27.5	0.5	"IndividualWeight"	NA	NA	NA
