"CruiseKey"	"StationKey"	"HaulKey"	"SpeciesCategoryKey"	"SampleKey"	"IndividualKey"	"Individual"	"IndividualRoundWeight"	"IndividualTotalLength"	"LengthResolution"	"WeightMeasurement"	"IndividualAge"	"IndividualSex"
"NA/11/2021/9553/1"	"1"	"99301"	"sei/164727/126441/Pollachius virens"	"2"	"13"	"NA/11/2021/9553/1-1-99301-sei/164727/126441/Pollachius virens-2-13"	4890	77	1	"IndividualWeight"	9	"M"
"NA/11/2021/9553/1"	"1"	"99301"	"sei/164727/126441/Pollachius virens"	"2"	"14"	"NA/11/2021/9553/1-1-99301-sei/164727/126441/Pollachius virens-2-14"	3250	74	1	"IndividualWeight"	8	"F"
"NA/11/2021/9553/1"	"1"	"99301"	"sei/164727/126441/Pollachius virens"	"2"	"15"	"NA/11/2021/9553/1-1-99301-sei/164727/126441/Pollachius virens-2-15"	4120	77	1	"IndividualWeight"	11	"F"
"NA/11/2021/9553/1"	"1"	"99301"	"sei/164727/126441/Pollachius virens"	"2"	"16"	"NA/11/2021/9553/1-1-99301-sei/164727/126441/Pollachius virens-2-16"	3320	76	1	"IndividualWeight"	8	"M"
"NA/11/2021/9553/1"	"1"	"99301"	"sei/164727/126441/Pollachius virens"	"2"	"17"	"NA/11/2021/9553/1-1-99301-sei/164727/126441/Pollachius virens-2-17"	4790	80	1	"IndividualWeight"	8	"M"
"NA/11/2021/9553/1"	"1"	"99301"	"sei/164727/126441/Pollachius virens"	"2"	"18"	"NA/11/2021/9553/1-1-99301-sei/164727/126441/Pollachius virens-2-18"	4560	79	1	"IndividualWeight"	9	"M"
"NA/11/2021/9553/1"	"1"	"99301"	"sei/164727/126441/Pollachius virens"	"2"	"19"	"NA/11/2021/9553/1-1-99301-sei/164727/126441/Pollachius virens-2-19"	3860	76	1	"IndividualWeight"	8	"F"
"NA/11/2021/9553/1"	"1"	"99301"	"sei/164727/126441/Pollachius virens"	"2"	"20"	"NA/11/2021/9553/1-1-99301-sei/164727/126441/Pollachius virens-2-20"	2510	61	1	"IndividualWeight"	5	"F"
"NA/11/2021/9553/1"	"1"	"99301"	"sei/164727/126441/Pollachius virens"	"2"	"21"	"NA/11/2021/9553/1-1-99301-sei/164727/126441/Pollachius virens-2-21"	3100	72	1	"IndividualWeight"	8	"F"
"NA/11/2021/9553/1"	"2"	"99302"	"sei/164727/126441/Pollachius virens"	"2"	"1"	"NA/11/2021/9553/1-2-99302-sei/164727/126441/Pollachius virens-2-1"	3240	74	1	"IndividualWeight"	7	"F"
"NA/11/2021/9553/1"	"2"	"99302"	"sei/164727/126441/Pollachius virens"	"2"	"2"	"NA/11/2021/9553/1-2-99302-sei/164727/126441/Pollachius virens-2-2"	3260	71	1	"IndividualWeight"	7	"M"
"NA/11/2021/9553/1"	"2"	"99302"	"sei/164727/126441/Pollachius virens"	"2"	"3"	"NA/11/2021/9553/1-2-99302-sei/164727/126441/Pollachius virens-2-3"	1900	59	1	"IndividualWeight"	7	"M"
"NA/11/2021/9553/1"	"2"	"99302"	"sei/164727/126441/Pollachius virens"	"2"	"4"	"NA/11/2021/9553/1-2-99302-sei/164727/126441/Pollachius virens-2-4"	2080	64	1	"IndividualWeight"	7	"M"
"NA/11/2021/9553/1"	"2"	"99302"	"sei/164727/126441/Pollachius virens"	"2"	"5"	"NA/11/2021/9553/1-2-99302-sei/164727/126441/Pollachius virens-2-5"	1680	58	1	"IndividualWeight"	7	"F"
"NA/11/2021/9553/1"	"2"	"99302"	"sei/164727/126441/Pollachius virens"	"2"	"6"	"NA/11/2021/9553/1-2-99302-sei/164727/126441/Pollachius virens-2-6"	2590	69	1	"IndividualWeight"	7	"M"
"NA/11/2021/9553/1"	"2"	"99302"	"sei/164727/126441/Pollachius virens"	"2"	"7"	"NA/11/2021/9553/1-2-99302-sei/164727/126441/Pollachius virens-2-7"	2020	60	1	"IndividualWeight"	7	"M"
"NA/11/2021/9553/1"	"2"	"99302"	"sei/164727/126441/Pollachius virens"	"2"	"8"	"NA/11/2021/9553/1-2-99302-sei/164727/126441/Pollachius virens-2-8"	2340	60	1	"IndividualWeight"	8	"M"
"NA/11/2021/9553/1"	"2"	"99302"	"sei/164727/126441/Pollachius virens"	"2"	"9"	"NA/11/2021/9553/1-2-99302-sei/164727/126441/Pollachius virens-2-9"	2090	62	1	"IndividualWeight"	7	"F"
"NA/11/2021/9553/1"	"2"	"99302"	"sei/164727/126441/Pollachius virens"	"2"	"10"	"NA/11/2021/9553/1-2-99302-sei/164727/126441/Pollachius virens-2-10"	2360	63	1	"IndividualWeight"	7	"M"
"NA/11/2021/9553/1"	"2"	"99302"	"sei/164727/126441/Pollachius virens"	"2"	"11"	"NA/11/2021/9553/1-2-99302-sei/164727/126441/Pollachius virens-2-11"	3180	70	1	"IndividualWeight"	8	"F"
"NA/11/2021/9553/1"	"2"	"99302"	"sei/164727/126441/Pollachius virens"	"2"	"12"	"NA/11/2021/9553/1-2-99302-sei/164727/126441/Pollachius virens-2-12"	3850	76	1	"IndividualWeight"	7	"F"
"NA/11/2021/9553/1"	"2"	"99302"	"sei/164727/126441/Pollachius virens"	"2"	"13"	"NA/11/2021/9553/1-2-99302-sei/164727/126441/Pollachius virens-2-13"	2750	67	1	"IndividualWeight"	6	"M"
"NA/11/2021/9553/1"	"2"	"99302"	"sei/164727/126441/Pollachius virens"	"2"	"14"	"NA/11/2021/9553/1-2-99302-sei/164727/126441/Pollachius virens-2-14"	3190	69	1	"IndividualWeight"	8	"F"
"NA/11/2021/9553/1"	"2"	"99302"	"sei/164727/126441/Pollachius virens"	"2"	"15"	"NA/11/2021/9553/1-2-99302-sei/164727/126441/Pollachius virens-2-15"	3630	73	1	"IndividualWeight"	8	"F"
"NA/11/2021/9553/1"	"2"	"99302"	"sei/164727/126441/Pollachius virens"	"2"	"16"	"NA/11/2021/9553/1-2-99302-sei/164727/126441/Pollachius virens-2-16"	3070	70	1	"IndividualWeight"	7	"F"
"NA/11/2021/9553/1"	"2"	"99302"	"sei/164727/126441/Pollachius virens"	"2"	"17"	"NA/11/2021/9553/1-2-99302-sei/164727/126441/Pollachius virens-2-17"	3200	74	1	"IndividualWeight"	8	"F"
"NA/11/2021/9553/1"	"2"	"99302"	"sei/164727/126441/Pollachius virens"	"2"	"18"	"NA/11/2021/9553/1-2-99302-sei/164727/126441/Pollachius virens-2-18"	2480	60	1	"IndividualWeight"	5	"F"
"NA/11/2021/9553/1"	"2"	"99302"	"sei/164727/126441/Pollachius virens"	"2"	"19"	"NA/11/2021/9553/1-2-99302-sei/164727/126441/Pollachius virens-2-19"	2530	67	1	"IndividualWeight"	8	"M"
"NA/11/2021/9553/1"	"2"	"99302"	"sei/164727/126441/Pollachius virens"	"2"	"20"	"NA/11/2021/9553/1-2-99302-sei/164727/126441/Pollachius virens-2-20"	2300	67	1	"IndividualWeight"	8	"F"
"NA/11/2021/9553/1"	"3"	"99303"	"sei/164727/126441/Pollachius virens"	"2"	"1"	"NA/11/2021/9553/1-3-99303-sei/164727/126441/Pollachius virens-2-1"	4450	76	1	"IndividualWeight"	7	"M"
"NA/11/2021/9553/1"	"3"	"99303"	"sei/164727/126441/Pollachius virens"	"2"	"2"	"NA/11/2021/9553/1-3-99303-sei/164727/126441/Pollachius virens-2-2"	2660	71	1	"IndividualWeight"	8	"F"
"NA/11/2021/9553/1"	"3"	"99303"	"sei/164727/126441/Pollachius virens"	"2"	"3"	"NA/11/2021/9553/1-3-99303-sei/164727/126441/Pollachius virens-2-3"	2530	63	1	"IndividualWeight"	6	"M"
"NA/11/2021/9553/1"	"3"	"99303"	"sei/164727/126441/Pollachius virens"	"2"	"4"	"NA/11/2021/9553/1-3-99303-sei/164727/126441/Pollachius virens-2-4"	4510	74	1	"IndividualWeight"	8	"M"
"NA/11/2021/9553/1"	"3"	"99303"	"sei/164727/126441/Pollachius virens"	"2"	"5"	"NA/11/2021/9553/1-3-99303-sei/164727/126441/Pollachius virens-2-5"	2790	69	1	"IndividualWeight"	8	"F"
"NA/11/2021/9553/1"	"3"	"99303"	"sei/164727/126441/Pollachius virens"	"2"	"6"	"NA/11/2021/9553/1-3-99303-sei/164727/126441/Pollachius virens-2-6"	3080	73	1	"IndividualWeight"	7	"F"
"NA/11/2021/9553/1"	"3"	"99303"	"sei/164727/126441/Pollachius virens"	"2"	"7"	"NA/11/2021/9553/1-3-99303-sei/164727/126441/Pollachius virens-2-7"	3930	73	1	"IndividualWeight"	7	"F"
"NA/11/2021/9553/1"	"3"	"99303"	"sei/164727/126441/Pollachius virens"	"2"	"8"	"NA/11/2021/9553/1-3-99303-sei/164727/126441/Pollachius virens-2-8"	3740	69	1	"IndividualWeight"	6	"M"
"NA/11/2021/9553/1"	"3"	"99303"	"sei/164727/126441/Pollachius virens"	"2"	"9"	"NA/11/2021/9553/1-3-99303-sei/164727/126441/Pollachius virens-2-9"	3888	76	1	"IndividualWeight"	8	"F"
"NA/11/2021/9553/1"	"3"	"99303"	"sei/164727/126441/Pollachius virens"	"2"	"10"	"NA/11/2021/9553/1-3-99303-sei/164727/126441/Pollachius virens-2-10"	3410	73	1	"IndividualWeight"	8	"F"
"NA/11/2021/9553/1"	"3"	"99303"	"sei/164727/126441/Pollachius virens"	"2"	"11"	"NA/11/2021/9553/1-3-99303-sei/164727/126441/Pollachius virens-2-11"	3070	68	1	"IndividualWeight"	8	"F"
"NA/11/2021/9553/1"	"3"	"99303"	"sei/164727/126441/Pollachius virens"	"2"	"12"	"NA/11/2021/9553/1-3-99303-sei/164727/126441/Pollachius virens-2-12"	2330	62	1	"IndividualWeight"	5	"M"
"NA/11/2021/9553/1"	"3"	"99303"	"sei/164727/126441/Pollachius virens"	"2"	"13"	"NA/11/2021/9553/1-3-99303-sei/164727/126441/Pollachius virens-2-13"	2530	66	1	"IndividualWeight"	8	"F"
"NA/11/2021/9553/1"	"3"	"99303"	"sei/164727/126441/Pollachius virens"	"2"	"14"	"NA/11/2021/9553/1-3-99303-sei/164727/126441/Pollachius virens-2-14"	2880	63	1	"IndividualWeight"	5	"M"
"NA/11/2021/9553/1"	"3"	"99303"	"sei/164727/126441/Pollachius virens"	"2"	"15"	"NA/11/2021/9553/1-3-99303-sei/164727/126441/Pollachius virens-2-15"	2580	72	1	"IndividualWeight"	7	"M"
"NA/11/2021/9553/1"	"3"	"99303"	"sei/164727/126441/Pollachius virens"	"2"	"16"	"NA/11/2021/9553/1-3-99303-sei/164727/126441/Pollachius virens-2-16"	4190	74	1	"IndividualWeight"	8	"F"
"NA/11/2021/9553/1"	"3"	"99303"	"sei/164727/126441/Pollachius virens"	"2"	"17"	"NA/11/2021/9553/1-3-99303-sei/164727/126441/Pollachius virens-2-17"	5300	80	1	"IndividualWeight"	9	"F"
"NA/11/2021/9553/1"	"3"	"99303"	"sei/164727/126441/Pollachius virens"	"2"	"18"	"NA/11/2021/9553/1-3-99303-sei/164727/126441/Pollachius virens-2-18"	3730	74	1	"IndividualWeight"	8	"M"
"NA/11/2021/9553/1"	"3"	"99303"	"sei/164727/126441/Pollachius virens"	"2"	"19"	"NA/11/2021/9553/1-3-99303-sei/164727/126441/Pollachius virens-2-19"	2700	67	1	"IndividualWeight"	8	"M"
"NA/11/2021/9553/1"	"3"	"99303"	"sei/164727/126441/Pollachius virens"	"2"	"20"	"NA/11/2021/9553/1-3-99303-sei/164727/126441/Pollachius virens-2-20"	2760	69	1	"IndividualWeight"	9	"M"
"NA/11/2021/9553/1"	"4"	"99304"	"sei/164727/126441/Pollachius virens"	"2"	"1"	"NA/11/2021/9553/1-4-99304-sei/164727/126441/Pollachius virens-2-1"	2380	60	1	"IndividualWeight"	8	"M"
"NA/11/2021/9553/1"	"4"	"99304"	"sei/164727/126441/Pollachius virens"	"2"	"2"	"NA/11/2021/9553/1-4-99304-sei/164727/126441/Pollachius virens-2-2"	2780	65	1	"IndividualWeight"	5	"F"
"NA/11/2021/9553/1"	"4"	"99304"	"sei/164727/126441/Pollachius virens"	"2"	"3"	"NA/11/2021/9553/1-4-99304-sei/164727/126441/Pollachius virens-2-3"	2380	64	1	"IndividualWeight"	8	"M"
"NA/11/2021/9553/1"	"4"	"99304"	"sei/164727/126441/Pollachius virens"	"2"	"4"	"NA/11/2021/9553/1-4-99304-sei/164727/126441/Pollachius virens-2-4"	2460	66	1	"IndividualWeight"	7	"M"
"NA/11/2021/9553/1"	"4"	"99304"	"sei/164727/126441/Pollachius virens"	"2"	"5"	"NA/11/2021/9553/1-4-99304-sei/164727/126441/Pollachius virens-2-5"	2740	66	1	"IndividualWeight"	6	"M"
"NA/11/2021/9553/1"	"4"	"99304"	"sei/164727/126441/Pollachius virens"	"2"	"6"	"NA/11/2021/9553/1-4-99304-sei/164727/126441/Pollachius virens-2-6"	2790	68	1	"IndividualWeight"	8	"M"
"NA/11/2021/9553/1"	"4"	"99304"	"sei/164727/126441/Pollachius virens"	"2"	"7"	"NA/11/2021/9553/1-4-99304-sei/164727/126441/Pollachius virens-2-7"	2410	66	1	"IndividualWeight"	9	"M"
"NA/11/2021/9553/1"	"4"	"99304"	"sei/164727/126441/Pollachius virens"	"2"	"8"	"NA/11/2021/9553/1-4-99304-sei/164727/126441/Pollachius virens-2-8"	2920	71	1	"IndividualWeight"	8	"F"
"NA/11/2021/9553/1"	"4"	"99304"	"sei/164727/126441/Pollachius virens"	"2"	"9"	"NA/11/2021/9553/1-4-99304-sei/164727/126441/Pollachius virens-2-9"	3430	67	1	"IndividualWeight"	6	"F"
"NA/11/2021/9553/1"	"4"	"99304"	"sei/164727/126441/Pollachius virens"	"2"	"10"	"NA/11/2021/9553/1-4-99304-sei/164727/126441/Pollachius virens-2-10"	3890	73	1	"IndividualWeight"	7	"F"
"NA/11/2021/9553/1"	"4"	"99304"	"sei/164727/126441/Pollachius virens"	"2"	"11"	"NA/11/2021/9553/1-4-99304-sei/164727/126441/Pollachius virens-2-11"	5040	80	1	"IndividualWeight"	12	"F"
"NA/11/2021/9553/1"	"4"	"99304"	"sei/164727/126441/Pollachius virens"	"2"	"12"	"NA/11/2021/9553/1-4-99304-sei/164727/126441/Pollachius virens-2-12"	2700	65	1	"IndividualWeight"	8	"M"
"NA/11/2021/9553/1"	"4"	"99304"	"sei/164727/126441/Pollachius virens"	"2"	"13"	"NA/11/2021/9553/1-4-99304-sei/164727/126441/Pollachius virens-2-13"	3940	76	1	"IndividualWeight"	9	"M"
"NA/11/2021/9553/1"	"4"	"99304"	"sei/164727/126441/Pollachius virens"	"2"	"14"	"NA/11/2021/9553/1-4-99304-sei/164727/126441/Pollachius virens-2-14"	3290	69	1	"IndividualWeight"	8	"F"
"NA/11/2021/9553/1"	"4"	"99304"	"sei/164727/126441/Pollachius virens"	"2"	"15"	"NA/11/2021/9553/1-4-99304-sei/164727/126441/Pollachius virens-2-15"	3050	69	1	"IndividualWeight"	8	"M"
"NA/11/2021/9553/1"	"4"	"99304"	"sei/164727/126441/Pollachius virens"	"2"	"16"	"NA/11/2021/9553/1-4-99304-sei/164727/126441/Pollachius virens-2-16"	3610	72	1	"IndividualWeight"	8	"M"
"NA/11/2021/9553/1"	"4"	"99304"	"sei/164727/126441/Pollachius virens"	"2"	"17"	"NA/11/2021/9553/1-4-99304-sei/164727/126441/Pollachius virens-2-17"	2720	69	1	"IndividualWeight"	8	"M"
"NA/11/2021/9553/1"	"4"	"99304"	"sei/164727/126441/Pollachius virens"	"2"	"18"	"NA/11/2021/9553/1-4-99304-sei/164727/126441/Pollachius virens-2-18"	3500	79	1	"IndividualWeight"	9	"F"
"NA/11/2021/9553/1"	"4"	"99304"	"sei/164727/126441/Pollachius virens"	"2"	"19"	"NA/11/2021/9553/1-4-99304-sei/164727/126441/Pollachius virens-2-19"	2980	71	1	"IndividualWeight"	8	"F"
"NA/11/2021/9553/1"	"4"	"99304"	"sei/164727/126441/Pollachius virens"	"2"	"20"	"NA/11/2021/9553/1-4-99304-sei/164727/126441/Pollachius virens-2-20"	4370	80	1	"IndividualWeight"	9	"M"
"NA/11/2021/9553/1"	"9"	"99309"	"sei/164727/126441/Pollachius virens"	"3"	"1"	"NA/11/2021/9553/1-9-99309-sei/164727/126441/Pollachius virens-3-1"	1320	55	1	"IndividualWeight"	7	"M"
"NA/11/2021/9553/1"	"9"	"99309"	"sei/164727/126441/Pollachius virens"	"3"	"2"	"NA/11/2021/9553/1-9-99309-sei/164727/126441/Pollachius virens-3-2"	1960	65	1	"IndividualWeight"	8	"F"
"NA/11/2021/9553/1"	"9"	"99309"	"sei/164727/126441/Pollachius virens"	"3"	"3"	"NA/11/2021/9553/1-9-99309-sei/164727/126441/Pollachius virens-3-3"	6570	93	1	"IndividualWeight"	12	"F"
"NA/11/2021/9553/1"	"9"	"99309"	"sei/164727/126441/Pollachius virens"	"3"	"4"	"NA/11/2021/9553/1-9-99309-sei/164727/126441/Pollachius virens-3-4"	1070	52	1	"IndividualWeight"	6	"M"
"NA/11/2021/9553/1"	"9"	"99309"	"sei/164727/126441/Pollachius virens"	"3"	"5"	"NA/11/2021/9553/1-9-99309-sei/164727/126441/Pollachius virens-3-5"	1030	53	1	"IndividualWeight"	6	"F"
"NA/11/2021/9553/1"	"9"	"99309"	"sei/164727/126441/Pollachius virens"	"3"	"6"	"NA/11/2021/9553/1-9-99309-sei/164727/126441/Pollachius virens-3-6"	3800	81	1	"IndividualWeight"	7	"F"
"NA/11/2021/9553/1"	"9"	"99309"	"sei/164727/126441/Pollachius virens"	"3"	"7"	"NA/11/2021/9553/1-9-99309-sei/164727/126441/Pollachius virens-3-7"	2210	67	1	"IndividualWeight"	8	"F"
"NA/11/2021/9553/1"	"9"	"99309"	"sei/164727/126441/Pollachius virens"	"3"	"8"	"NA/11/2021/9553/1-9-99309-sei/164727/126441/Pollachius virens-3-8"	2480	69	1	"IndividualWeight"	8	"M"
"NA/11/2021/9553/1"	"9"	"99309"	"sei/164727/126441/Pollachius virens"	"3"	"9"	"NA/11/2021/9553/1-9-99309-sei/164727/126441/Pollachius virens-3-9"	1320	59	1	"IndividualWeight"	8	"M"
"NA/11/2021/9553/1"	"9"	"99309"	"sei/164727/126441/Pollachius virens"	"3"	"10"	"NA/11/2021/9553/1-9-99309-sei/164727/126441/Pollachius virens-3-10"	2350	67	1	"IndividualWeight"	9	"F"
"NA/11/2021/9553/1"	"9"	"99309"	"sei/164727/126441/Pollachius virens"	"3"	"11"	"NA/11/2021/9553/1-9-99309-sei/164727/126441/Pollachius virens-3-11"	3600	78	1	"IndividualWeight"	NA	NA
"NA/11/2021/9553/1"	"9"	"99309"	"sei/164727/126441/Pollachius virens"	"3"	"12"	"NA/11/2021/9553/1-9-99309-sei/164727/126441/Pollachius virens-3-12"	1050	56	1	"IndividualWeight"	6	"M"
"NA/11/2021/9553/1"	"9"	"99309"	"sei/164727/126441/Pollachius virens"	"3"	"13"	"NA/11/2021/9553/1-9-99309-sei/164727/126441/Pollachius virens-3-13"	1270	59	1	"IndividualWeight"	5	"F"
"NA/11/2021/9553/1"	"9"	"99309"	"sei/164727/126441/Pollachius virens"	"3"	"14"	"NA/11/2021/9553/1-9-99309-sei/164727/126441/Pollachius virens-3-14"	1700	56	1	"IndividualWeight"	7	"F"
"NA/11/2021/9553/1"	"9"	"99309"	"sei/164727/126441/Pollachius virens"	"3"	"15"	"NA/11/2021/9553/1-9-99309-sei/164727/126441/Pollachius virens-3-15"	1400	60	1	"IndividualWeight"	8	"F"
"NA/11/2021/9553/1"	"9"	"99309"	"sei/164727/126441/Pollachius virens"	"3"	"16"	"NA/11/2021/9553/1-9-99309-sei/164727/126441/Pollachius virens-3-16"	1000	55	1	"IndividualWeight"	7	"M"
"NA/11/2021/9553/1"	"9"	"99309"	"sei/164727/126441/Pollachius virens"	"3"	"17"	"NA/11/2021/9553/1-9-99309-sei/164727/126441/Pollachius virens-3-17"	1380	60	1	"IndividualWeight"	5	"F"
"NA/11/2021/9553/1"	"9"	"99309"	"sei/164727/126441/Pollachius virens"	"3"	"18"	"NA/11/2021/9553/1-9-99309-sei/164727/126441/Pollachius virens-3-18"	1880	68	1	"IndividualWeight"	7	"F"
"NA/11/2021/9553/1"	"9"	"99309"	"sei/164727/126441/Pollachius virens"	"3"	"19"	"NA/11/2021/9553/1-9-99309-sei/164727/126441/Pollachius virens-3-19"	3800	79	1	"IndividualWeight"	7	"F"
"NA/11/2021/9553/1"	"9"	"99309"	"sei/164727/126441/Pollachius virens"	"3"	"20"	"NA/11/2021/9553/1-9-99309-sei/164727/126441/Pollachius virens-3-20"	1320	60	1	"IndividualWeight"	8	"M"
"NA/11/2021/9553/1"	"12"	"99312"	"sei/164727/126441/Pollachius virens"	"3"	"1"	"NA/11/2021/9553/1-12-99312-sei/164727/126441/Pollachius virens-3-1"	1010	50	1	"IndividualWeight"	6	"F"
"NA/11/2021/9553/1"	"12"	"99312"	"sei/164727/126441/Pollachius virens"	"3"	"2"	"NA/11/2021/9553/1-12-99312-sei/164727/126441/Pollachius virens-3-2"	1390	56	1	"IndividualWeight"	8	"M"
"NA/11/2021/9553/1"	"12"	"99312"	"sei/164727/126441/Pollachius virens"	"3"	"3"	"NA/11/2021/9553/1-12-99312-sei/164727/126441/Pollachius virens-3-3"	1700	61	1	"IndividualWeight"	7	"M"
"NA/11/2021/9553/1"	"12"	"99312"	"sei/164727/126441/Pollachius virens"	"3"	"4"	"NA/11/2021/9553/1-12-99312-sei/164727/126441/Pollachius virens-3-4"	930	48	1	"IndividualWeight"	5	"F"
"NA/11/2021/9553/1"	"12"	"99312"	"sei/164727/126441/Pollachius virens"	"3"	"5"	"NA/11/2021/9553/1-12-99312-sei/164727/126441/Pollachius virens-3-5"	2750	70	1	"IndividualWeight"	6	"F"
"NA/11/2021/9553/1"	"12"	"99312"	"sei/164727/126441/Pollachius virens"	"3"	"6"	"NA/11/2021/9553/1-12-99312-sei/164727/126441/Pollachius virens-3-6"	1580	59	1	"IndividualWeight"	6	"M"
"NA/11/2021/9553/1"	"12"	"99312"	"sei/164727/126441/Pollachius virens"	"3"	"7"	"NA/11/2021/9553/1-12-99312-sei/164727/126441/Pollachius virens-3-7"	1530	58	1	"IndividualWeight"	7	"F"
"NA/11/2021/9553/1"	"12"	"99312"	"sei/164727/126441/Pollachius virens"	"3"	"8"	"NA/11/2021/9553/1-12-99312-sei/164727/126441/Pollachius virens-3-8"	1020	52	1	"IndividualWeight"	5	"F"
"NA/11/2021/9553/1"	"12"	"99312"	"sei/164727/126441/Pollachius virens"	"3"	"9"	"NA/11/2021/9553/1-12-99312-sei/164727/126441/Pollachius virens-3-9"	1490	56	1	"IndividualWeight"	5	"M"
"NA/11/2021/9553/1"	"12"	"99312"	"sei/164727/126441/Pollachius virens"	"3"	"10"	"NA/11/2021/9553/1-12-99312-sei/164727/126441/Pollachius virens-3-10"	1120	52	1	"IndividualWeight"	5	"M"
"NA/11/2021/9553/1"	"12"	"99312"	"sei/164727/126441/Pollachius virens"	"3"	"11"	"NA/11/2021/9553/1-12-99312-sei/164727/126441/Pollachius virens-3-11"	2130	65	1	"IndividualWeight"	6	"M"
"NA/11/2021/9553/1"	"12"	"99312"	"sei/164727/126441/Pollachius virens"	"3"	"12"	"NA/11/2021/9553/1-12-99312-sei/164727/126441/Pollachius virens-3-12"	2868	68	1	"IndividualWeight"	8	"M"
"NA/11/2021/9553/1"	"12"	"99312"	"sei/164727/126441/Pollachius virens"	"3"	"13"	"NA/11/2021/9553/1-12-99312-sei/164727/126441/Pollachius virens-3-13"	1000	54	1	"IndividualWeight"	7	"F"
"NA/11/2021/9553/1"	"12"	"99312"	"sei/164727/126441/Pollachius virens"	"3"	"14"	"NA/11/2021/9553/1-12-99312-sei/164727/126441/Pollachius virens-3-14"	1360	55	1	"IndividualWeight"	7	"F"
"NA/11/2021/9553/1"	"12"	"99312"	"sei/164727/126441/Pollachius virens"	"3"	"15"	"NA/11/2021/9553/1-12-99312-sei/164727/126441/Pollachius virens-3-15"	1530	58	1	"IndividualWeight"	7	"F"
"NA/11/2021/9553/1"	"12"	"99312"	"sei/164727/126441/Pollachius virens"	"3"	"16"	"NA/11/2021/9553/1-12-99312-sei/164727/126441/Pollachius virens-3-16"	1540	55	1	"IndividualWeight"	7	"F"
"NA/11/2021/9553/1"	"12"	"99312"	"sei/164727/126441/Pollachius virens"	"3"	"17"	"NA/11/2021/9553/1-12-99312-sei/164727/126441/Pollachius virens-3-17"	1100	53	1	"IndividualWeight"	6	"M"
"NA/11/2021/9553/1"	"12"	"99312"	"sei/164727/126441/Pollachius virens"	"3"	"18"	"NA/11/2021/9553/1-12-99312-sei/164727/126441/Pollachius virens-3-18"	2090	65	1	"IndividualWeight"	7	"F"
