"Age"	"Iteration"	"CatchAtAge"	"Length"	"Stratum"	"Quarter"
1	69	2683712.42579302	340	"27.4.aE"	"Q4"
1	70	2380627.51521295	340	"27.4.aE"	"Q4"
1	71	3084019.56828345	340	"27.4.aE"	"Q4"
1	72	4952097.63766261	340	"27.4.aE"	"Q4"
1	73	6473420.32498784	340	"27.4.aE"	"Q4"
1	74	2996661.49993457	340	"27.4.aE"	"Q4"
1	75	6197136.17028936	340	"27.4.aE"	"Q4"
1	76	5114940.26404281	340	"27.4.aE"	"Q4"
1	77	3770142.17466284	340	"27.4.aE"	"Q4"
1	78	7098797.13225589	340	"27.4.aE"	"Q4"
1	79	4378431.52312508	340	"27.4.aE"	"Q4"
1	80	8167959.87337999	340	"27.4.aE"	"Q4"
1	81	4946915.25254022	340	"27.4.aE"	"Q4"
1	82	2661678.17049247	340	"27.4.aE"	"Q4"
1	83	3555502.75653519	340	"27.4.aE"	"Q4"
1	84	5129873.57818955	340	"27.4.aE"	"Q4"
1	85	2083109.59067141	340	"27.4.aE"	"Q4"
1	86	4097623.27023395	340	"27.4.aE"	"Q4"
1	87	1758282.52904051	340	"27.4.aE"	"Q4"
1	88	5508996.79053471	340	"27.4.aE"	"Q4"
1	89	1816939.33604177	340	"27.4.aE"	"Q4"
1	90	2768930.90236343	340	"27.4.aE"	"Q4"
1	91	3100507.58884638	340	"27.4.aE"	"Q4"
1	92	2978170.60155866	340	"27.4.aE"	"Q4"
1	93	4206058.63251388	340	"27.4.aE"	"Q4"
1	94	2084018.46014668	340	"27.4.aE"	"Q4"
1	95	4807755.52124232	340	"27.4.aE"	"Q4"
1	96	2442678.24725321	340	"27.4.aE"	"Q4"
1	97	5082499.36097365	340	"27.4.aE"	"Q4"
1	98	3014891.48422155	340	"27.4.aE"	"Q4"
1	99	2634809.81893929	340	"27.4.aE"	"Q4"
1	100	3128609.29460949	340	"27.4.aE"	"Q4"
1	101	4252115.1407002	340	"27.4.aE"	"Q4"
1	102	4049547.34094479	340	"27.4.aE"	"Q4"
1	103	2713482.31465137	340	"27.4.aE"	"Q4"
1	104	3337451.10492191	340	"27.4.aE"	"Q4"
1	105	2824328.61431413	340	"27.4.aE"	"Q4"
1	106	2814771.57123023	340	"27.4.aE"	"Q4"
1	107	2217939.52865543	340	"27.4.aE"	"Q4"
1	108	4221635.61713918	340	"27.4.aE"	"Q4"
1	109	2060518.94455365	340	"27.4.aE"	"Q4"
1	110	5001954.72089632	340	"27.4.aE"	"Q4"
1	111	3081291.17941094	340	"27.4.aE"	"Q4"
1	112	1782628.882577	340	"27.4.aE"	"Q4"
1	113	7165149.63531932	340	"27.4.aE"	"Q4"
1	114	3025014.27695224	340	"27.4.aE"	"Q4"
1	115	1584249.81259325	340	"27.4.aE"	"Q4"
1	116	2208849.61975659	340	"27.4.aE"	"Q4"
1	117	4503946.75488964	340	"27.4.aE"	"Q4"
1	118	5200650.51976509	340	"27.4.aE"	"Q4"
1	119	2547094.93665418	340	"27.4.aE"	"Q4"
1	120	1385119.96488078	340	"27.4.aE"	"Q4"
1	121	2337681.07035059	340	"27.4.aE"	"Q4"
1	122	2709716.2206118	340	"27.4.aE"	"Q4"
1	123	3052147.13781156	340	"27.4.aE"	"Q4"
1	124	2066958.78211281	340	"27.4.aE"	"Q4"
1	125	2334367.73160581	340	"27.4.aE"	"Q4"
1	126	2336079.80589226	340	"27.4.aE"	"Q4"
1	127	3964991.98834977	340	"27.4.aE"	"Q4"
1	128	3482668.12662796	340	"27.4.aE"	"Q4"
1	129	5276205.1873179	340	"27.4.aE"	"Q4"
1	130	7636352.44632579	340	"27.4.aE"	"Q4"
1	131	2667158.61941923	340	"27.4.aE"	"Q4"
1	132	3967846.06520496	340	"27.4.aE"	"Q4"
1	133	5448164.60062185	340	"27.4.aE"	"Q4"
1	134	1377794.21140802	340	"27.4.aE"	"Q4"
1	135	4731910.44728867	340	"27.4.aE"	"Q4"
1	136	5919693.14205496	340	"27.4.aE"	"Q4"
1	137	3678012.19030077	340	"27.4.aE"	"Q4"
1	138	2879327.11367121	340	"27.4.aE"	"Q4"
1	139	1961182.0693439	340	"27.4.aE"	"Q4"
1	140	3191595.62200903	340	"27.4.aE"	"Q4"
1	141	4984872.72815316	340	"27.4.aE"	"Q4"
1	142	3058354.16282917	340	"27.4.aE"	"Q4"
1	143	3412288.2014793	340	"27.4.aE"	"Q4"
1	144	4195652.40515861	340	"27.4.aE"	"Q4"
1	145	7488222.77298119	340	"27.4.aE"	"Q4"
1	146	6644717.53095344	340	"27.4.aE"	"Q4"
1	147	2519469.66475962	340	"27.4.aE"	"Q4"
1	148	7183017.75384155	340	"27.4.aE"	"Q4"
1	149	2117025.83369249	340	"27.4.aE"	"Q4"
1	150	4675762.06858304	340	"27.4.aE"	"Q4"
1	151	2392706.41677678	340	"27.4.aE"	"Q4"
1	152	5081458.77008977	340	"27.4.aE"	"Q4"
1	153	4182811.91462452	340	"27.4.aE"	"Q4"
1	154	5149658.73098667	340	"27.4.aE"	"Q4"
1	155	2918015.64518179	340	"27.4.aE"	"Q4"
1	156	5309962.51724211	340	"27.4.aE"	"Q4"
1	157	4428992.32457614	340	"27.4.aE"	"Q4"
1	158	3422384.97888845	340	"27.4.aE"	"Q4"
1	159	2486810.42574107	340	"27.4.aE"	"Q4"
1	160	3081653.1311626	340	"27.4.aE"	"Q4"
1	161	3872774.49364604	340	"27.4.aE"	"Q4"
1	162	4143186.75848704	340	"27.4.aE"	"Q4"
1	163	1557057.25021023	340	"27.4.aE"	"Q4"
1	164	4533030.25750452	340	"27.4.aE"	"Q4"
1	165	4027055.84830136	340	"27.4.aE"	"Q4"
1	166	2605074.9742995	340	"27.4.aE"	"Q4"
1	167	2941339.2338628	340	"27.4.aE"	"Q4"
1	168	4639918.74794272	340	"27.4.aE"	"Q4"
1	169	2357121.27783854	340	"27.4.aE"	"Q4"
1	170	2933756.76386501	340	"27.4.aE"	"Q4"
1	171	5898543.88758222	340	"27.4.aE"	"Q4"
1	172	1172052.41697216	340	"27.4.aE"	"Q4"
1	173	3443224.94998281	340	"27.4.aE"	"Q4"
1	174	2435955.38775696	340	"27.4.aE"	"Q4"
1	175	3087735.54285516	340	"27.4.aE"	"Q4"
1	176	3919357.65069738	340	"27.4.aE"	"Q4"
1	177	3091446.84068022	340	"27.4.aE"	"Q4"
1	178	1075444.46500552	340	"27.4.aE"	"Q4"
1	179	4168824.01765899	340	"27.4.aE"	"Q4"
1	180	3141446.88000626	340	"27.4.aE"	"Q4"
1	181	3576260.47228242	340	"27.4.aE"	"Q4"
1	182	2555423.85013548	340	"27.4.aE"	"Q4"
1	183	3968569.05427199	340	"27.4.aE"	"Q4"
1	184	2377956.56017748	340	"27.4.aE"	"Q4"
1	185	4173696.48169429	340	"27.4.aE"	"Q4"
1	186	2330740.27576096	340	"27.4.aE"	"Q4"
1	187	2244154.11320842	340	"27.4.aE"	"Q4"
1	188	2614891.18773409	340	"27.4.aE"	"Q4"
1	189	3236692.28348124	340	"27.4.aE"	"Q4"
1	190	1607211.28962903	340	"27.4.aE"	"Q4"
1	191	3586514.70794514	340	"27.4.aE"	"Q4"
1	192	3189895.72657548	340	"27.4.aE"	"Q4"
1	193	2151028.91996256	340	"27.4.aE"	"Q4"
1	194	3343453.51586762	340	"27.4.aE"	"Q4"
1	195	1227138.2316269	340	"27.4.aE"	"Q4"
1	196	2641912.51414814	340	"27.4.aE"	"Q4"
1	197	4556952.43285654	340	"27.4.aE"	"Q4"
1	198	2114754.53893977	340	"27.4.aE"	"Q4"
1	199	3905494.15648545	340	"27.4.aE"	"Q4"
1	200	2876401.06199195	340	"27.4.aE"	"Q4"
1	201	1987201.53708757	340	"27.4.aE"	"Q4"
1	202	2472896.14035341	340	"27.4.aE"	"Q4"
1	203	2446703.90068018	340	"27.4.aE"	"Q4"
1	204	1259814.81817702	340	"27.4.aE"	"Q4"
1	205	1791191.61343094	340	"27.4.aE"	"Q4"
1	206	2704570.06270103	340	"27.4.aE"	"Q4"
1	207	4195952.89070986	340	"27.4.aE"	"Q4"
1	208	8038688.04437006	340	"27.4.aE"	"Q4"
1	209	5040654.60196002	340	"27.4.aE"	"Q4"
1	210	5358493.0038279	340	"27.4.aE"	"Q4"
1	211	2583646.96444991	340	"27.4.aE"	"Q4"
1	212	4150410.09115352	340	"27.4.aE"	"Q4"
1	213	3652823.6517857	340	"27.4.aE"	"Q4"
1	214	3503546.38692148	340	"27.4.aE"	"Q4"
1	215	1903553.26514459	340	"27.4.aE"	"Q4"
1	216	1913746.59704906	340	"27.4.aE"	"Q4"
1	217	2168060.22035201	340	"27.4.aE"	"Q4"
1	218	904501.516303514	340	"27.4.aE"	"Q4"
1	219	3657270.88332063	340	"27.4.aE"	"Q4"
1	220	2443518.44847677	340	"27.4.aE"	"Q4"
1	221	1410123.3176999	340	"27.4.aE"	"Q4"
1	222	4328031.13839402	340	"27.4.aE"	"Q4"
1	223	5946396.07315415	340	"27.4.aE"	"Q4"
1	224	3783498.94944884	340	"27.4.aE"	"Q4"
1	225	2125673.08625328	340	"27.4.aE"	"Q4"
1	226	4459681.03826484	340	"27.4.aE"	"Q4"
1	227	4113070.04673313	340	"27.4.aE"	"Q4"
1	228	5970979.11411381	340	"27.4.aE"	"Q4"
1	229	2847972.43494732	340	"27.4.aE"	"Q4"
1	230	4313954.22085633	340	"27.4.aE"	"Q4"
1	231	2600746.15421019	340	"27.4.aE"	"Q4"
1	232	2861023.43306783	340	"27.4.aE"	"Q4"
1	233	2660276.09320297	340	"27.4.aE"	"Q4"
1	234	2507932.16325652	340	"27.4.aE"	"Q4"
1	235	2629858.96834156	340	"27.4.aE"	"Q4"
1	236	1028945.41262413	340	"27.4.aE"	"Q4"
1	237	2004243.57598638	340	"27.4.aE"	"Q4"
1	238	4173009.33756548	340	"27.4.aE"	"Q4"
1	239	1735791.13168401	340	"27.4.aE"	"Q4"
1	240	2425300.51276046	340	"27.4.aE"	"Q4"
1	241	3958839.3150308	340	"27.4.aE"	"Q4"
1	242	3958895.63379968	340	"27.4.aE"	"Q4"
1	243	3423275.18184451	340	"27.4.aE"	"Q4"
1	244	2251229.6759978	340	"27.4.aE"	"Q4"
1	245	9416020.13610945	340	"27.4.aE"	"Q4"
1	246	2369586.82361395	340	"27.4.aE"	"Q4"
1	247	1154711.43256503	340	"27.4.aE"	"Q4"
1	248	4375996.33990257	340	"27.4.aE"	"Q4"
1	249	2513131.76512495	340	"27.4.aE"	"Q4"
1	250	3205864.92983014	340	"27.4.aE"	"Q4"
1	251	1564787.61953454	340	"27.4.aE"	"Q4"
1	252	1805733.23709164	340	"27.4.aE"	"Q4"
1	253	4840015.76436886	340	"27.4.aE"	"Q4"
1	254	2463446.59046938	340	"27.4.aE"	"Q4"
1	255	1897321.5660276	340	"27.4.aE"	"Q4"
1	256	2226905.52166164	340	"27.4.aE"	"Q4"
1	257	2414283.30579488	340	"27.4.aE"	"Q4"
1	258	2877269.66325589	340	"27.4.aE"	"Q4"
1	259	1767118.05580126	340	"27.4.aE"	"Q4"
1	260	1693064.9229088	340	"27.4.aE"	"Q4"
1	261	4102884.27293089	340	"27.4.aE"	"Q4"
1	262	3267860.67471425	340	"27.4.aE"	"Q4"
1	263	1891466.23616036	340	"27.4.aE"	"Q4"
1	264	7733984.56018245	340	"27.4.aE"	"Q4"
1	265	2896152.05747322	340	"27.4.aE"	"Q4"
1	266	2109996.76281376	340	"27.4.aE"	"Q4"
1	267	2963402.12035205	340	"27.4.aE"	"Q4"
1	268	2028384.22804065	340	"27.4.aE"	"Q4"
1	269	1708301.89801386	340	"27.4.aE"	"Q4"
1	270	1066193.85904396	340	"27.4.aE"	"Q4"
1	271	2867824.0458485	340	"27.4.aE"	"Q4"
1	272	4226808.25505775	340	"27.4.aE"	"Q4"
1	273	4793050.65588373	340	"27.4.aE"	"Q4"
1	274	2674045.6931658	340	"27.4.aE"	"Q4"
1	275	2745145.20985874	340	"27.4.aE"	"Q4"
1	276	5076059.86835089	340	"27.4.aE"	"Q4"
1	277	2816978.43488796	340	"27.4.aE"	"Q4"
1	278	4738772.7317087	340	"27.4.aE"	"Q4"
1	279	2009122.44250526	340	"27.4.aE"	"Q4"
1	280	5005103.5538893	340	"27.4.aE"	"Q4"
1	281	6540416.1051275	340	"27.4.aE"	"Q4"
1	282	5393046.11571373	340	"27.4.aE"	"Q4"
1	283	2332207.57811126	340	"27.4.aE"	"Q4"
1	284	3403446.34475568	340	"27.4.aE"	"Q4"
1	285	5888059.72586472	340	"27.4.aE"	"Q4"
1	286	5021731.58070662	340	"27.4.aE"	"Q4"
1	287	3089321.66433505	340	"27.4.aE"	"Q4"
1	288	4093951.28288239	340	"27.4.aE"	"Q4"
1	289	1899896.51307635	340	"27.4.aE"	"Q4"
1	290	3462529.49730211	340	"27.4.aE"	"Q4"
1	291	1995152.74119351	340	"27.4.aE"	"Q4"
1	292	5482632.60219957	340	"27.4.aE"	"Q4"
1	293	3121972.69389826	340	"27.4.aE"	"Q4"
1	294	4512193.25103216	340	"27.4.aE"	"Q4"
1	295	1488342.63088359	340	"27.4.aE"	"Q4"
1	296	5112657.57495934	340	"27.4.aE"	"Q4"
1	297	3173723.09198184	340	"27.4.aE"	"Q4"
1	298	3628325.33369862	340	"27.4.aE"	"Q4"
1	299	5718917.33284971	340	"27.4.aE"	"Q4"
1	300	6913907.42736533	340	"27.4.aE"	"Q4"
1	301	2555543.33061642	340	"27.4.aE"	"Q4"
1	302	3910509.39510213	340	"27.4.aE"	"Q4"
1	303	6004501.11119392	340	"27.4.aE"	"Q4"
1	304	3261448.32137981	340	"27.4.aE"	"Q4"
1	305	5331120.90387295	340	"27.4.aE"	"Q4"
1	306	5781363.28186235	340	"27.4.aE"	"Q4"
1	307	2551474.2332406	340	"27.4.aE"	"Q4"
1	308	3507680.68417721	340	"27.4.aE"	"Q4"
1	309	3718116.79096798	340	"27.4.aE"	"Q4"
1	310	2763517.82018681	340	"27.4.aE"	"Q4"
1	311	2303643.20394638	340	"27.4.aE"	"Q4"
1	312	3524069.57537974	340	"27.4.aE"	"Q4"
1	313	2997171.05533748	340	"27.4.aE"	"Q4"
1	314	2174765.13483756	340	"27.4.aE"	"Q4"
1	315	2772143.58332934	340	"27.4.aE"	"Q4"
1	316	7321856.44495891	340	"27.4.aE"	"Q4"
1	317	1614753.97341563	340	"27.4.aE"	"Q4"
1	318	3696960.18699006	340	"27.4.aE"	"Q4"
1	319	3010579.15418121	340	"27.4.aE"	"Q4"
1	320	3789088.67429155	340	"27.4.aE"	"Q4"
1	321	3436460.31894545	340	"27.4.aE"	"Q4"
1	322	5256337.07207001	340	"27.4.aE"	"Q4"
1	323	3063784.62904401	340	"27.4.aE"	"Q4"
1	324	4376790.04539206	340	"27.4.aE"	"Q4"
1	325	4762167.40070854	340	"27.4.aE"	"Q4"
1	326	2882576.38139663	340	"27.4.aE"	"Q4"
1	327	5031857.75332542	340	"27.4.aE"	"Q4"
1	328	2133208.47177621	340	"27.4.aE"	"Q4"
1	329	4164145.72172023	340	"27.4.aE"	"Q4"
1	330	3901056.4273252	340	"27.4.aE"	"Q4"
1	331	2230566.3494103	340	"27.4.aE"	"Q4"
1	332	3473615.23254168	340	"27.4.aE"	"Q4"
1	333	2798749.92458827	340	"27.4.aE"	"Q4"
1	334	4229786.18843655	340	"27.4.aE"	"Q4"
1	335	1846043.17718454	340	"27.4.aE"	"Q4"
1	336	2820243.26237442	340	"27.4.aE"	"Q4"
1	337	4936343.3820154	340	"27.4.aE"	"Q4"
1	338	2293473.42424043	340	"27.4.aE"	"Q4"
1	339	3375304.43795166	340	"27.4.aE"	"Q4"
1	340	4293811.85034598	340	"27.4.aE"	"Q4"
1	341	2844120.33971862	340	"27.4.aE"	"Q4"
1	342	1577318.66204994	340	"27.4.aE"	"Q4"
1	343	2540962.26627306	340	"27.4.aE"	"Q4"
1	344	2555425.71558932	340	"27.4.aE"	"Q4"
1	345	5661868.91149744	340	"27.4.aE"	"Q4"
1	346	4588219.99824245	340	"27.4.aE"	"Q4"
1	347	5008204.09301276	340	"27.4.aE"	"Q4"
1	348	3342542.80661504	340	"27.4.aE"	"Q4"
1	349	2652218.73456079	340	"27.4.aE"	"Q4"
1	350	6678688.75093472	340	"27.4.aE"	"Q4"
1	351	6516380.72297192	340	"27.4.aE"	"Q4"
1	352	8525252.98142969	340	"27.4.aE"	"Q4"
1	353	1596761.95012891	340	"27.4.aE"	"Q4"
1	354	2009258.66587351	340	"27.4.aE"	"Q4"
1	355	5151855.0795616	340	"27.4.aE"	"Q4"
1	356	3379067.24131004	340	"27.4.aE"	"Q4"
1	357	4391189.43066603	340	"27.4.aE"	"Q4"
1	358	7356469.46815226	340	"27.4.aE"	"Q4"
1	359	2212360.13837537	340	"27.4.aE"	"Q4"
1	360	4556848.31121104	340	"27.4.aE"	"Q4"
1	361	1724285.98268341	340	"27.4.aE"	"Q4"
1	362	3751557.70797456	340	"27.4.aE"	"Q4"
1	363	1440878.83783475	340	"27.4.aE"	"Q4"
1	364	2839156.50763335	340	"27.4.aE"	"Q4"
1	365	3454348.15718802	340	"27.4.aE"	"Q4"
1	366	5639049.50582554	340	"27.4.aE"	"Q4"
1	367	8126196.07302472	340	"27.4.aE"	"Q4"
1	368	4802805.00539684	340	"27.4.aE"	"Q4"
1	369	4396229.83517374	340	"27.4.aE"	"Q4"
1	370	2361462.30713659	340	"27.4.aE"	"Q4"
1	371	1325905.05129458	340	"27.4.aE"	"Q4"
1	372	2475445.47269509	340	"27.4.aE"	"Q4"
1	373	5774144.57384458	340	"27.4.aE"	"Q4"
1	374	3172998.46721692	340	"27.4.aE"	"Q4"
1	375	6785709.83379463	340	"27.4.aE"	"Q4"
1	376	6981055.40685644	340	"27.4.aE"	"Q4"
1	377	2670105.02524148	340	"27.4.aE"	"Q4"
1	378	3108639.66171777	340	"27.4.aE"	"Q4"
1	379	3493846.93894199	340	"27.4.aE"	"Q4"
1	380	1174797.64797204	340	"27.4.aE"	"Q4"
1	381	2923754.33649994	340	"27.4.aE"	"Q4"
1	382	1979610.79402875	340	"27.4.aE"	"Q4"
1	383	3737207.1638771	340	"27.4.aE"	"Q4"
1	384	1964880.23399709	340	"27.4.aE"	"Q4"
1	385	4807594.35816069	340	"27.4.aE"	"Q4"
1	386	3490881.81273547	340	"27.4.aE"	"Q4"
1	387	4034771.51706548	340	"27.4.aE"	"Q4"
1	388	4955758.68651526	340	"27.4.aE"	"Q4"
1	389	4925939.92650149	340	"27.4.aE"	"Q4"
1	390	4643851.28157412	340	"27.4.aE"	"Q4"
1	391	2789975.51037961	340	"27.4.aE"	"Q4"
1	392	5079529.6646987	340	"27.4.aE"	"Q4"
1	393	3857911.73259216	340	"27.4.aE"	"Q4"
1	394	1792459.13547564	340	"27.4.aE"	"Q4"
1	395	6282567.06337896	340	"27.4.aE"	"Q4"
1	396	3691783.23741232	340	"27.4.aE"	"Q4"
1	397	1524634.86911262	340	"27.4.aE"	"Q4"
1	398	4645162.15467217	340	"27.4.aE"	"Q4"
1	399	11309550.0839986	340	"27.4.aE"	"Q4"
1	400	3943933.70964922	340	"27.4.aE"	"Q4"
2	1	8832904.98295373	340	"27.4.aE"	"Q4"
2	2	3605247.48876304	340	"27.4.aE"	"Q4"
2	3	2952647.89248704	340	"27.4.aE"	"Q4"
2	4	5961276.23251188	340	"27.4.aE"	"Q4"
2	5	4963501.54013273	340	"27.4.aE"	"Q4"
2	6	7004235.73044979	340	"27.4.aE"	"Q4"
2	7	3043361.64666998	340	"27.4.aE"	"Q4"
2	8	4650876.39858603	340	"27.4.aE"	"Q4"
2	9	7532087.92017552	340	"27.4.aE"	"Q4"
2	10	1414900.36079884	340	"27.4.aE"	"Q4"
2	11	2976845.20991023	340	"27.4.aE"	"Q4"
2	12	1968523.76410503	340	"27.4.aE"	"Q4"
2	13	3932030.83087931	340	"27.4.aE"	"Q4"
2	14	5021902.05832513	340	"27.4.aE"	"Q4"
2	15	2737269.86346259	340	"27.4.aE"	"Q4"
2	16	4786646.33163406	340	"27.4.aE"	"Q4"
2	17	6102805.46672861	340	"27.4.aE"	"Q4"
2	18	4835622.50265897	340	"27.4.aE"	"Q4"
2	19	6060579.2665098	340	"27.4.aE"	"Q4"
2	20	3447271.69987253	340	"27.4.aE"	"Q4"
2	21	6251664.00754924	340	"27.4.aE"	"Q4"
2	22	3742090.68994241	340	"27.4.aE"	"Q4"
2	23	7162830.9039056	340	"27.4.aE"	"Q4"
2	24	3325977.10804607	340	"27.4.aE"	"Q4"
2	25	7188889.91772626	340	"27.4.aE"	"Q4"
2	26	7146826.27118202	340	"27.4.aE"	"Q4"
2	27	3315444.34550488	340	"27.4.aE"	"Q4"
2	28	2723685.6538705	340	"27.4.aE"	"Q4"
2	29	7154582.55823703	340	"27.4.aE"	"Q4"
2	30	4601303.5887198	340	"27.4.aE"	"Q4"
2	31	4499891.15999987	340	"27.4.aE"	"Q4"
2	32	7757062.87608328	340	"27.4.aE"	"Q4"
2	33	7069587.81698154	340	"27.4.aE"	"Q4"
2	34	11245160.6095123	340	"27.4.aE"	"Q4"
2	35	3190028.36070281	340	"27.4.aE"	"Q4"
2	36	3659141.65179035	340	"27.4.aE"	"Q4"
2	37	3667639.30881734	340	"27.4.aE"	"Q4"
2	38	4535300.58164332	340	"27.4.aE"	"Q4"
2	39	4144736.82318236	340	"27.4.aE"	"Q4"
2	40	2526382.11141855	340	"27.4.aE"	"Q4"
2	41	3343883.01264437	340	"27.4.aE"	"Q4"
2	42	2782600.49911912	340	"27.4.aE"	"Q4"
2	43	4420609.99668355	340	"27.4.aE"	"Q4"
2	44	3963334.28166364	340	"27.4.aE"	"Q4"
2	45	5077359.37002078	340	"27.4.aE"	"Q4"
2	46	3272586.84509411	340	"27.4.aE"	"Q4"
2	47	7922716.94033161	340	"27.4.aE"	"Q4"
2	48	4164460.66479193	340	"27.4.aE"	"Q4"
2	49	3291998.70652859	340	"27.4.aE"	"Q4"
2	50	7590106.99351467	340	"27.4.aE"	"Q4"
2	51	3252941.11491418	340	"27.4.aE"	"Q4"
2	52	6531829.83992504	340	"27.4.aE"	"Q4"
2	53	2708501.91657144	340	"27.4.aE"	"Q4"
2	54	3675753.33329148	340	"27.4.aE"	"Q4"
2	55	5038546.59239228	340	"27.4.aE"	"Q4"
2	56	3467009.09570048	340	"27.4.aE"	"Q4"
2	57	4276315.38794881	340	"27.4.aE"	"Q4"
2	58	4542507.50547129	340	"27.4.aE"	"Q4"
2	59	5759877.51721596	340	"27.4.aE"	"Q4"
2	60	6180274.34668122	340	"27.4.aE"	"Q4"
2	61	2968378.6959185	340	"27.4.aE"	"Q4"
2	62	5552553.92615896	340	"27.4.aE"	"Q4"
2	63	7023114.11170212	340	"27.4.aE"	"Q4"
2	64	1663702.83376224	340	"27.4.aE"	"Q4"
2	65	5879599.52346285	340	"27.4.aE"	"Q4"
2	66	4560792.63627585	340	"27.4.aE"	"Q4"
2	67	4564571.71852555	340	"27.4.aE"	"Q4"
2	68	3192890.33989575	340	"27.4.aE"	"Q4"
2	69	5243481.54636014	340	"27.4.aE"	"Q4"
2	70	1623718.43355743	340	"27.4.aE"	"Q4"
2	71	1855481.29306032	340	"27.4.aE"	"Q4"
2	72	6940874.86665928	340	"27.4.aE"	"Q4"
2	73	3278299.96878032	340	"27.4.aE"	"Q4"
2	74	4158219.12600944	340	"27.4.aE"	"Q4"
2	75	4572785.56142856	340	"27.4.aE"	"Q4"
2	76	2851471.78419382	340	"27.4.aE"	"Q4"
2	77	3151739.454837	340	"27.4.aE"	"Q4"
2	78	3778774.5862362	340	"27.4.aE"	"Q4"
2	79	5788222.02507542	340	"27.4.aE"	"Q4"
2	80	4751464.5235892	340	"27.4.aE"	"Q4"
